date,home_team,away_team,home_score,away_score,tournament,city,country,neutral,stage_name,knockout_stage,extra_time,penalty_shootout,match_id
2002-06-22,Spain,South Korea,0,0,2002 FIFA Men's World Cup,Gwangju,South Korea,True,quarter-finals,1,1,1,M-2002-59
2002-06-22,Senegal,Turkey,0,1,2002 FIFA Men's World Cup,Osaka,Japan,True,quarter-finals,1,1,0,M-2002-60
2002-06-25,Germany,South Korea,1,0,2002 FIFA Men's World Cup,Seoul,South Korea,True,semi-finals,1,0,0,M-2002-61
2002-06-26,Brazil,Turkey,1,0,2002 FIFA Men's World Cup,Saitama,Japan,True,semi-finals,1,0,0,M-2002-62
2002-06-29,South Korea,Turkey,2,3,2002 FIFA Men's World Cup,Daegu,South Korea,True,third-place match,1,0,0,M-2002-63
2002-06-30,Germany,Brazil,0,2,2002 FIFA Men's World Cup,Yokohama,Japan,True,final,1,0,0,M-2002-64
2006-06-09,Germany,Costa Rica,4,2,2006 FIFA Men's World Cup,Munich,Germany,True,group stage,0,0,0,M-2006-01
2006-06-09,Poland,Ecuador,0,2,2006 FIFA Men's World Cup,Gelsenkirchen,Germany,True,group stage,0,0,0,M-2006-02
2006-06-10,England,Paraguay,1,0,2006 FIFA Men's World Cup,Frankfurt,Germany,True,group stage,0,0,0,M-2006-03
2006-06-10,Trinidad and Tobago,Sweden,0,0,2006 FIFA Men's World Cup,Dortmund,Germany,True,group stage,0,0,0,M-2006-04
2006-06-10,Argentina,Ivory Coast,2,1,2006 FIFA Men's World Cup,Hamburg,Germany,True,group stage,0,0,0,M-2006-05
2006-06-11,Serbia and Montenegro,Netherlands,0,1,2006 FIFA Men's World Cup,Leipzig,Germany,True,group stage,0,0,0,M-2006-06
2006-06-11,Mexico,Iran,3,1,2006 FIFA Men's World Cup,Nuremberg,Germany,True,group stage,0,0,0,M-2006-07
2006-06-11,Angola,Portugal,0,1,2006 FIFA Men's World Cup,Cologne,Germany,True,group stage,0,0,0,M-2006-08
2006-06-12,Australia,Japan,3,1,2006 FIFA Men's World Cup,Kaiserslautern,Germany,True,group stage,0,0,0,M-2006-09
2006-06-12,United States,Czech Republic,0,3,2006 FIFA Men's World Cup,Gelsenkirchen,Germany,True,group stage,0,0,0,M-2006-10
2006-06-12,Italy,Ghana,2,0,2006 FIFA Men's World Cup,Hanover,Germany,True,group stage,0,0,0,M-2006-11
2006-06-13,South Korea,Togo,2,1,2006 FIFA Men's World Cup,Frankfurt,Germany,True,group stage,0,0,0,M-2006-12
2006-06-13,France,Switzerland,0,0,2006 FIFA Men's World Cup,Stuttgart,Germany,True,group stage,0,0,0,M-2006-13
2006-06-13,Brazil,Croatia,1,0,2006 FIFA Men's World Cup,Berlin,Germany,True,group stage,0,0,0,M-2006-14
2006-06-14,Spain,Ukraine,4,0,2006 FIFA Men's World Cup,Leipzig,Germany,True,group stage,0,0,0,M-2006-15
2006-06-14,Tunisia,Saudi Arabia,2,2,2006 FIFA Men's World Cup,Munich,Germany,True,group stage,0,0,0,M-2006-16
2006-06-14,Germany,Poland,1,0,2006 FIFA Men's World Cup,Dortmund,Germany,True,group stage,0,0,0,M-2006-17
2006-06-15,Ecuador,Costa Rica,3,0,2006 FIFA Men's World Cup,Hamburg,Germany,True,group stage,0,0,0,M-2006-18
2006-06-15,England,Trinidad and Tobago,2,0,2006 FIFA Men's World Cup,Nuremberg,Germany,True,group stage,0,0,0,M-2006-19
2006-06-15,Sweden,Paraguay,1,0,2006 FIFA Men's World Cup,Berlin,Germany,True,group stage,0,0,0,M-2006-20
2006-06-16,Argentina,Serbia and Montenegro,6,0,2006 FIFA Men's World Cup,Gelsenkirchen,Germany,True,group stage,0,0,0,M-2006-21
2006-06-16,Netherlands,Ivory Coast,2,1,2006 FIFA Men's World Cup,Stuttgart,Germany,True,group stage,0,0,0,M-2006-22
2006-06-16,Mexico,Angola,0,0,2006 FIFA Men's World Cup,Hanover,Germany,True,group stage,0,0,0,M-2006-23
2006-06-17,Portugal,Iran,2,0,2006 FIFA Men's World Cup,Frankfurt,Germany,True,group stage,0,0,0,M-2006-24
2006-06-17,Czech Republic,Ghana,0,2,2006 FIFA Men's World Cup,Cologne,Germany,True,group stage,0,0,0,M-2006-25
2006-06-17,Italy,United States,1,1,2006 FIFA Men's World Cup,Kaiserslautern,Germany,True,group stage,0,0,0,M-2006-26
2006-06-18,Japan,Croatia,0,0,2006 FIFA Men's World Cup,Nuremberg,Germany,True,group stage,0,0,0,M-2006-27
2006-06-18,Brazil,Australia,2,0,2006 FIFA Men's World Cup,Munich,Germany,True,group stage,0,0,0,M-2006-28
2006-06-18,France,South Korea,1,1,2006 FIFA Men's World Cup,Leipzig,Germany,True,group stage,0,0,0,M-2006-29
2006-06-19,Togo,Switzerland,0,2,2006 FIFA Men's World Cup,Dortmund,Germany,True,group stage,0,0,0,M-2006-30
2006-06-19,Saudi Arabia,Ukraine,0,4,2006 FIFA Men's World Cup,Hamburg,Germany,True,group stage,0,0,0,M-2006-31
2006-06-19,Spain,Tunisia,3,1,2006 FIFA Men's World Cup,Stuttgart,Germany,True,group stage,0,0,0,M-2006-32
2006-06-20,Costa Rica,Poland,1,2,2006 FIFA Men's World Cup,Hanover,Germany,True,group stage,0,0,0,M-2006-33
2006-06-20,Ecuador,Germany,0,3,2006 FIFA Men's World Cup,Berlin,Germany,True,group stage,0,0,0,M-2006-34
2006-06-20,Paraguay,Trinidad and Tobago,2,0,2006 FIFA Men's World Cup,Kaiserslautern,Germany,True,group stage,0,0,0,M-2006-35
2006-06-20,Sweden,England,2,2,2006 FIFA Men's World Cup,Cologne,Germany,True,group stage,0,0,0,M-2006-36
2006-06-21,Iran,Angola,1,1,2006 FIFA Men's World Cup,Leipzig,Germany,True,group stage,0,0,0,M-2006-37
2006-06-21,Portugal,Mexico,2,1,2006 FIFA Men's World Cup,Gelsenkirchen,Germany,True,group stage,0,0,0,M-2006-38
2006-06-21,Ivory Coast,Serbia and Montenegro,3,2,2006 FIFA Men's World Cup,Munich,Germany,True,group stage,0,0,0,M-2006-39
2006-06-21,Netherlands,Argentina,0,0,2006 FIFA Men's World Cup,Frankfurt,Germany,True,group stage,0,0,0,M-2006-40
2006-06-22,Czech Republic,Italy,0,2,2006 FIFA Men's World Cup,Hamburg,Germany,True,group stage,0,0,0,M-2006-41
2006-06-22,Ghana,United States,2,1,2006 FIFA Men's World Cup,Nuremberg,Germany,True,group stage,0,0,0,M-2006-42
2006-06-22,Croatia,Australia,2,2,2006 FIFA Men's World Cup,Stuttgart,Germany,True,group stage,0,0,0,M-2006-43
2006-06-22,Japan,Brazil,1,4,2006 FIFA Men's World Cup,Dortmund,Germany,True,group stage,0,0,0,M-2006-44
2006-06-23,Saudi Arabia,Spain,0,1,2006 FIFA Men's World Cup,Kaiserslautern,Germany,True,group stage,0,0,0,M-2006-45
2006-06-23,Ukraine,Tunisia,1,0,2006 FIFA Men's World Cup,Berlin,Germany,True,group stage,0,0,0,M-2006-46
2006-06-23,Switzerland,South Korea,2,0,2006 FIFA Men's World Cup,Hanover,Germany,True,group stage,0,0,0,M-2006-47
2006-06-23,Togo,France,0,2,2006 FIFA Men's World Cup,Cologne,Germany,True,group stage,0,0,0,M-2006-48
2006-06-24,Germany,Sweden,2,0,2006 FIFA Men's World Cup,Munich,Germany,True,round of 16,1,0,0,M-2006-49
2006-06-24,Argentina,Mexico,2,1,2006 FIFA Men's World Cup,Leipzig,Germany,True,round of 16,1,1,0,M-2006-50
2006-06-25,England,Ecuador,1,0,2006 FIFA Men's World Cup,Stuttgart,Germany,True,round of 16,1,0,0,M-2006-51
2006-06-25,Portugal,Netherlands,1,0,2006 FIFA Men's World Cup,Nuremberg,Germany,True,round of 16,1,0,0,M-2006-52
2006-06-26,Italy,Australia,1,0,2006 FIFA Men's World Cup,Kaiserslautern,Germany,True,round of 16,1,0,0,M-2006-53
2006-06-26,Switzerland,Ukraine,0,0,2006 FIFA Men's World Cup,Cologne,Germany,True,round of 16,1,1,1,M-2006-54
2006-06-27,Brazil,Ghana,3,0,2006 FIFA Men's World Cup,Dortmund,Germany,True,round of 16,1,0,0,M-2006-55
2006-06-27,Spain,France,1,3,2006 FIFA Men's World Cup,Hanover,Germany,True,round of 16,1,0,0,M-2006-56
2006-06-30,Germany,Argentina,1,1,2006 FIFA Men's World Cup,Berlin,Germany,True,quarter-finals,1,1,1,M-2006-57
2006-06-30,Italy,Ukraine,3,0,2006 FIFA Men's World Cup,Hamburg,Germany,True,quarter-finals,1,0,0,M-2006-58
2006-07-01,England,Portugal,0,0,2006 FIFA Men's World Cup,Gelsenkirchen,Germany,True,quarter-finals,1,1,1,M-2006-59
2006-07-01,Brazil,France,0,1,2006 FIFA Men's World Cup,Frankfurt,Germany,True,quarter-finals,1,0,0,M-2006-60
2006-07-04,Germany,Italy,0,2,2006 FIFA Men's World Cup,Dortmund,Germany,True,semi-finals,1,1,0,M-2006-61
2006-07-05,Portugal,France,0,1,2006 FIFA Men's World Cup,Munich,Germany,True,semi-finals,1,0,0,M-2006-62
2006-07-08,Germany,Portugal,3,1,2006 FIFA Men's World Cup,Stuttgart,Germany,True,third-place match,1,0,0,M-2006-63
2006-07-09,Italy,France,1,1,2006 FIFA Men's World Cup,Berlin,Germany,True,final,1,1,1,M-2006-64
2010-06-11,South Africa,Mexico,1,1,2010 FIFA Men's World Cup,Johannesburg,South Africa,True,group stage,0,0,0,M-2010-01
2010-06-11,Uruguay,France,0,0,2010 FIFA Men's World Cup,Cape Town,South Africa,True,group stage,0,0,0,M-2010-02
2010-06-12,South Korea,Greece,2,0,2010 FIFA Men's World Cup,Port Elizabeth,South Africa,True,group stage,0,0,0,M-2010-03
2010-06-12,Argentina,Nigeria,1,0,2010 FIFA Men's World Cup,Johannesburg,South Africa,True,group stage,0,0,0,M-2010-04
2010-06-12,England,United States,1,1,2010 FIFA Men's World Cup,Rustenburg,South Africa,True,group stage,0,0,0,M-2010-05
2010-06-13,Algeria,Slovenia,0,1,2010 FIFA Men's World Cup,Polokwane,South Africa,True,group stage,0,0,0,M-2010-06
2010-06-13,Serbia,Ghana,0,1,2010 FIFA Men's World Cup,Pretoria,South Africa,True,group stage,0,0,0,M-2010-07
2010-06-13,Germany,Australia,4,0,2010 FIFA Men's World Cup,Durban,South Africa,True,group stage,0,0,0,M-2010-08
2010-06-14,Netherlands,Denmark,2,0,2010 FIFA Men's World Cup,Johannesburg,South Africa,True,group stage,0,0,0,M-2010-09
2010-06-14,Japan,Cameroon,1,0,2010 FIFA Men's World Cup,Bloemfontein,South Africa,True,group stage,0,0,0,M-2010-10
2010-06-14,Italy,Paraguay,1,1,2010 FIFA Men's World Cup,Cape Town,South Africa,True,group stage,0,0,0,M-2010-11
2010-06-15,New Zealand,Slovakia,1,1,2010 FIFA Men's World Cup,Rustenburg,South Africa,True,group stage,0,0,0,M-2010-12
2010-06-15,Ivory Coast,Portugal,0,0,2010 FIFA Men's World Cup,Port Elizabeth,South Africa,True,group stage,0,0,0,M-2010-13
2010-06-15,Brazil,North Korea,2,1,2010 FIFA Men's World Cup,Johannesburg,South Africa,True,group stage,0,0,0,M-2010-14
2010-06-16,Honduras,Chile,0,1,2010 FIFA Men's World Cup,Nelspruit,South Africa,True,group stage,0,0,0,M-2010-15
2010-06-16,Spain,Switzerland,0,1,2010 FIFA Men's World Cup,Durban,South Africa,True,group stage,0,0,0,M-2010-16
2010-06-16,South Africa,Uruguay,0,3,2010 FIFA Men's World Cup,Pretoria,South Africa,True,group stage,0,0,0,M-2010-17
2010-06-17,Argentina,South Korea,4,1,2010 FIFA Men's World Cup,Johannesburg,South Africa,True,group stage,0,0,0,M-2010-18
2010-06-17,Greece,Nigeria,2,1,2010 FIFA Men's World Cup,Bloemfontein,South Africa,True,group stage,0,0,0,M-2010-19
2010-06-17,France,Mexico,0,2,2010 FIFA Men's World Cup,Polokwane,South Africa,True,group stage,0,0,0,M-2010-20
2010-06-18,Germany,Serbia,0,1,2010 FIFA Men's World Cup,Port Elizabeth,South Africa,True,group stage,0,0,0,M-2010-21
2010-06-18,Slovenia,United States,2,2,2010 FIFA Men's World Cup,Johannesburg,South Africa,True,group stage,0,0,0,M-2010-22
2010-06-18,England,Algeria,0,0,2010 FIFA Men's World Cup,Cape Town,South Africa,True,group stage,0,0,0,M-2010-23
2010-06-19,Netherlands,Japan,1,0,2010 FIFA Men's World Cup,Durban,South Africa,True,group stage,0,0,0,M-2010-24
2010-06-19,Ghana,Australia,1,1,2010 FIFA Men's World Cup,Rustenburg,South Africa,True,group stage,0,0,0,M-2010-25
2010-06-19,Cameroon,Denmark,1,2,2010 FIFA Men's World Cup,Pretoria,South Africa,True,group stage,0,0,0,M-2010-26
2010-06-20,Slovakia,Paraguay,0,2,2010 FIFA Men's World Cup,Bloemfontein,South Africa,True,group stage,0,0,0,M-2010-27
2010-06-20,Italy,New Zealand,1,1,2010 FIFA Men's World Cup,Nelspruit,South Africa,True,group stage,0,0,0,M-2010-28
2010-06-20,Brazil,Ivory Coast,3,1,2010 FIFA Men's World Cup,Johannesburg,South Africa,True,group stage,0,0,0,M-2010-29
2010-06-21,Portugal,North Korea,7,0,2010 FIFA Men's World Cup,Cape Town,South Africa,True,group stage,0,0,0,M-2010-30
2010-06-21,Chile,Switzerland,1,0,2010 FIFA Men's World Cup,Port Elizabeth,South Africa,True,group stage,0,0,0,M-2010-31
2010-06-21,Spain,Honduras,2,0,2010 FIFA Men's World Cup,Johannesburg,South Africa,True,group stage,0,0,0,M-2010-32
2010-06-22,France,South Africa,1,2,2010 FIFA Men's World Cup,Bloemfontein,South Africa,True,group stage,0,0,0,M-2010-33
2010-06-22,Mexico,Uruguay,0,1,2010 FIFA Men's World Cup,Rustenburg,South Africa,True,group stage,0,0,0,M-2010-34
2010-06-22,Greece,Argentina,0,2,2010 FIFA Men's World Cup,Polokwane,South Africa,True,group stage,0,0,0,M-2010-35
2010-06-22,Nigeria,South Korea,2,2,2010 FIFA Men's World Cup,Durban,South Africa,True,group stage,0,0,0,M-2010-36
2010-06-23,Slovenia,England,0,1,2010 FIFA Men's World Cup,Port Elizabeth,South Africa,True,group stage,0,0,0,M-2010-37
2010-06-23,United States,Algeria,1,0,2010 FIFA Men's World Cup,Pretoria,South Africa,True,group stage,0,0,0,M-2010-38
2010-06-23,Australia,Serbia,2,1,2010 FIFA Men's World Cup,Nelspruit,South Africa,True,group stage,0,0,0,M-2010-39
2010-06-23,Ghana,Germany,0,1,2010 FIFA Men's World Cup,Johannesburg,South Africa,True,group stage,0,0,0,M-2010-40
2010-06-24,Paraguay,New Zealand,0,0,2010 FIFA Men's World Cup,Polokwane,South Africa,True,group stage,0,0,0,M-2010-41
2010-06-24,Slovakia,Italy,3,2,2010 FIFA Men's World Cup,Johannesburg,South Africa,True,group stage,0,0,0,M-2010-42
2010-06-24,Cameroon,Netherlands,1,2,2010 FIFA Men's World Cup,Cape Town,South Africa,True,group stage,0,0,0,M-2010-43
2010-06-24,Denmark,Japan,1,3,2010 FIFA Men's World Cup,Rustenburg,South Africa,True,group stage,0,0,0,M-2010-44
2010-06-25,North Korea,Ivory Coast,0,3,2010 FIFA Men's World Cup,Nelspruit,South Africa,True,group stage,0,0,0,M-2010-45
2010-06-25,Portugal,Brazil,0,0,2010 FIFA Men's World Cup,Durban,South Africa,True,group stage,0,0,0,M-2010-46
2010-06-25,Chile,Spain,1,2,2010 FIFA Men's World Cup,Pretoria,South Africa,True,group stage,0,0,0,M-2010-47
2010-06-25,Switzerland,Honduras,0,0,2010 FIFA Men's World Cup,Bloemfontein,South Africa,True,group stage,0,0,0,M-2010-48
2010-06-26,Uruguay,South Korea,2,1,2010 FIFA Men's World Cup,Port Elizabeth,South Africa,True,round of 16,1,0,0,M-2010-49
2010-06-26,United States,Ghana,1,2,2010 FIFA Men's World Cup,Rustenburg,South Africa,True,round of 16,1,1,0,M-2010-50
2010-06-27,Germany,England,4,1,2010 FIFA Men's World Cup,Bloemfontein,South Africa,True,round of 16,1,0,0,M-2010-51
2010-06-27,Argentina,Mexico,3,1,2010 FIFA Men's World Cup,Johannesburg,South Africa,True,round of 16,1,0,0,M-2010-52
2010-06-28,Netherlands,Slovakia,2,1,2010 FIFA Men's World Cup,Durban,South Africa,True,round of 16,1,0,0,M-2010-53
2010-06-28,Brazil,Chile,3,0,2010 FIFA Men's World Cup,Johannesburg,South Africa,True,round of 16,1,0,0,M-2010-54
2010-06-29,Paraguay,Japan,0,0,2010 FIFA Men's World Cup,Pretoria,South Africa,True,round of 16,1,1,1,M-2010-55
2010-06-29,Spain,Portugal,1,0,2010 FIFA Men's World Cup,Cape Town,South Africa,True,round of 16,1,0,0,M-2010-56
2010-07-02,Netherlands,Brazil,2,1,2010 FIFA Men's World Cup,Port Elizabeth,South Africa,True,quarter-finals,1,0,0,M-2010-57
2010-07-02,Uruguay,Ghana,1,1,2010 FIFA Men's World Cup,Johannesburg,South Africa,True,quarter-finals,1,1,1,M-2010-58
2010-07-03,Argentina,Germany,0,4,2010 FIFA Men's World Cup,Cape Town,South Africa,True,quarter-finals,1,0,0,M-2010-59
2010-07-03,Paraguay,Spain,0,1,2010 FIFA Men's World Cup,Johannesburg,South Africa,True,quarter-finals,1,0,0,M-2010-60
2010-07-06,Uruguay,Netherlands,2,3,2010 FIFA Men's World Cup,Cape Town,South Africa,True,semi-finals,1,0,0,M-2010-61
2010-07-07,Germany,Spain,0,1,2010 FIFA Men's World Cup,Durban,South Africa,True,semi-finals,1,0,0,M-2010-62
2010-07-10,Uruguay,Germany,2,3,2010 FIFA Men's World Cup,Port Elizabeth,South Africa,True,third-place match,1,0,0,M-2010-63
2010-07-11,Netherlands,Spain,0,1,2010 FIFA Men's World Cup,Johannesburg,South Africa,True,final,1,1,0,M-2010-64
2014-06-12,Brazil,Croatia,3,1,2014 FIFA Men's World Cup,São Paulo,Brazil,True,group stage,0,0,0,M-2014-01
2014-06-13,Mexico,Cameroon,1,0,2014 FIFA Men's World Cup,Natal,Brazil,True,group stage,0,0,0,M-2014-02
2014-06-13,Spain,Netherlands,1,5,2014 FIFA Men's World Cup,Salvador,Brazil,True,group stage,0,0,0,M-2014-03
2014-06-13,Chile,Australia,3,1,2014 FIFA Men's World Cup,Cuiabá,Brazil,True,group stage,0,0,0,M-2014-04
2014-06-14,Colombia,Greece,3,0,2014 FIFA Men's World Cup,Belo Horizonte,Brazil,True,group stage,0,0,0,M-2014-05
2014-06-14,Uruguay,Costa Rica,1,3,2014 FIFA Men's World Cup,Fortaleza,Brazil,True,group stage,0,0,0,M-2014-06
2014-06-14,England,Italy,1,2,2014 FIFA Men's World Cup,Manaus,Brazil,True,group stage,0,0,0,M-2014-07
2014-06-14,Ivory Coast,Japan,2,1,2014 FIFA Men's World Cup,Recife,Brazil,True,group stage,0,0,0,M-2014-08
2014-06-15,Switzerland,Ecuador,2,1,2014 FIFA Men's World Cup,Brasília,Brazil,True,group stage,0,0,0,M-2014-09
2014-06-15,France,Honduras,3,0,2014 FIFA Men's World Cup,Porto Alegre,Brazil,True,group stage,0,0,0,M-2014-10
2014-06-15,Argentina,Bosnia and Herzegovina,2,1,2014 FIFA Men's World Cup,Rio de Janeiro,Brazil,True,group stage,0,0,0,M-2014-11
2014-06-16,Germany,Portugal,4,0,2014 FIFA Men's World Cup,Salvador,Brazil,True,group stage,0,0,0,M-2014-12
2014-06-16,Iran,Nigeria,0,0,2014 FIFA Men's World Cup,Curitiba,Brazil,True,group stage,0,0,0,M-2014-13
2014-06-16,Ghana,United States,1,2,2014 FIFA Men's World Cup,Natal,Brazil,True,group stage,0,0,0,M-2014-14
2014-06-17,Belgium,Algeria,2,1,2014 FIFA Men's World Cup,Belo Horizonte,Brazil,True,group stage,0,0,0,M-2014-15
2014-06-17,Brazil,Mexico,0,0,2014 FIFA Men's World Cup,Fortaleza,Brazil,True,group stage,0,0,0,M-2014-16
2014-06-17,Russia,South Korea,1,1,2014 FIFA Men's World Cup,Cuiabá,Brazil,True,group stage,0,0,0,M-2014-17
2014-06-18,Australia,Netherlands,2,3,2014 FIFA Men's World Cup,Porto Alegre,Brazil,True,group stage,0,0,0,M-2014-18
2014-06-18,Spain,Chile,0,2,2014 FIFA Men's World Cup,Rio de Janeiro,Brazil,True,group stage,0,0,0,M-2014-19
2014-06-18,Cameroon,Croatia,0,4,2014 FIFA Men's World Cup,Manaus,Brazil,True,group stage,0,0,0,M-2014-20
2014-06-19,Colombia,Ivory Coast,2,1,2014 FIFA Men's World Cup,Brasília,Brazil,True,group stage,0,0,0,M-2014-21
2014-06-19,Uruguay,England,2,1,2014 FIFA Men's World Cup,São Paulo,Brazil,True,group stage,0,0,0,M-2014-22
2014-06-19,Japan,Greece,0,0,2014 FIFA Men's World Cup,Natal,Brazil,True,group stage,0,0,0,M-2014-23
2014-06-20,Italy,Costa Rica,0,1,2014 FIFA Men's World Cup,Recife,Brazil,True,group stage,0,0,0,M-2014-24
2014-06-20,Switzerland,France,2,5,2014 FIFA Men's World Cup,Salvador,Brazil,True,group stage,0,0,0,M-2014-25
2014-06-20,Honduras,Ecuador,1,2,2014 FIFA Men's World Cup,Curitiba,Brazil,True,group stage,0,0,0,M-2014-26
2014-06-21,Argentina,Iran,1,0,2014 FIFA Men's World Cup,Belo Horizonte,Brazil,True,group stage,0,0,0,M-2014-27
2014-06-21,Germany,Ghana,2,2,2014 FIFA Men's World Cup,Fortaleza,Brazil,True,group stage,0,0,0,M-2014-28
2014-06-21,Nigeria,Bosnia and Herzegovina,1,0,2014 FIFA Men's World Cup,Cuiabá,Brazil,True,group stage,0,0,0,M-2014-29
2014-06-22,Belgium,Russia,1,0,2014 FIFA Men's World Cup,Rio de Janeiro,Brazil,True,group stage,0,0,0,M-2014-30
2014-06-22,South Korea,Algeria,2,4,2014 FIFA Men's World Cup,Porto Alegre,Brazil,True,group stage,0,0,0,M-2014-31
2014-06-22,United States,Portugal,2,2,2014 FIFA Men's World Cup,Manaus,Brazil,True,group stage,0,0,0,M-2014-32
2014-06-23,Australia,Spain,0,3,2014 FIFA Men's World Cup,Curitiba,Brazil,True,group stage,0,0,0,M-2014-33
2014-06-23,Netherlands,Chile,2,0,2014 FIFA Men's World Cup,São Paulo,Brazil,True,group stage,0,0,0,M-2014-34
2014-06-23,Cameroon,Brazil,1,4,2014 FIFA Men's World Cup,Brasília,Brazil,True,group stage,0,0,0,M-2014-35
2014-06-23,Croatia,Mexico,1,3,2014 FIFA Men's World Cup,Recife,Brazil,True,group stage,0,0,0,M-2014-36
2014-06-24,Costa Rica,England,0,0,2014 FIFA Men's World Cup,Belo Horizonte,Brazil,True,group stage,0,0,0,M-2014-37
2014-06-24,Italy,Uruguay,0,1,2014 FIFA Men's World Cup,Natal,Brazil,True,group stage,0,0,0,M-2014-38
2014-06-24,Japan,Colombia,1,4,2014 FIFA Men's World Cup,Cuiabá,Brazil,True,group stage,0,0,0,M-2014-39
2014-06-24,Greece,Ivory Coast,2,1,2014 FIFA Men's World Cup,Fortaleza,Brazil,True,group stage,0,0,0,M-2014-40
2014-06-25,Bosnia and Herzegovina,Iran,3,1,2014 FIFA Men's World Cup,Salvador,Brazil,True,group stage,0,0,0,M-2014-41
2014-06-25,Nigeria,Argentina,2,3,2014 FIFA Men's World Cup,Porto Alegre,Brazil,True,group stage,0,0,0,M-2014-42
2014-06-25,Honduras,Switzerland,0,3,2014 FIFA Men's World Cup,Manaus,Brazil,True,group stage,0,0,0,M-2014-43
2014-06-25,Ecuador,France,0,0,2014 FIFA Men's World Cup,Rio de Janeiro,Brazil,True,group stage,0,0,0,M-2014-44
2014-06-26,Portugal,Ghana,2,1,2014 FIFA Men's World Cup,Brasília,Brazil,True,group stage,0,0,0,M-2014-45
2014-06-26,United States,Germany,0,1,2014 FIFA Men's World Cup,Recife,Brazil,True,group stage,0,0,0,M-2014-46
2014-06-26,Algeria,Russia,1,1,2014 FIFA Men's World Cup,Curitiba,Brazil,True,group stage,0,0,0,M-2014-47
2014-06-26,South Korea,Belgium,0,1,2014 FIFA Men's World Cup,São Paulo,Brazil,True,group stage,0,0,0,M-2014-48
2014-06-28,Brazil,Chile,1,1,2014 FIFA Men's World Cup,Belo Horizonte,Brazil,True,round of 16,1,1,1,M-2014-49
2014-06-28,Colombia,Uruguay,2,0,2014 FIFA Men's World Cup,Rio de Janeiro,Brazil,True,round of 16,1,0,0,M-2014-50
2014-06-29,Netherlands,Mexico,2,1,2014 FIFA Men's World Cup,Fortaleza,Brazil,True,round of 16,1,0,0,M-2014-51
2014-06-29,Costa Rica,Greece,1,1,2014 FIFA Men's World Cup,Recife,Brazil,True,round of 16,1,1,1,M-2014-52
2014-06-30,France,Nigeria,2,0,2014 FIFA Men's World Cup,Brasília,Brazil,True,round of 16,1,0,0,M-2014-53
2014-06-30,Germany,Algeria,2,1,2014 FIFA Men's World Cup,Porto Alegre,Brazil,True,round of 16,1,1,0,M-2014-54
2014-07-01,Argentina,Switzerland,1,0,2014 FIFA Men's World Cup,São Paulo,Brazil,True,round of 16,1,1,0,M-2014-55
2014-07-01,Belgium,United States,2,1,2014 FIFA Men's World Cup,Salvador,Brazil,True,round of 16,1,1,0,M-2014-56
2014-07-04,France,Germany,0,1,2014 FIFA Men's World Cup,Rio de Janeiro,Brazil,True,quarter-finals,1,0,0,M-2014-57
2014-07-04,Brazil,Colombia,2,1,2014 FIFA Men's World Cup,Fortaleza,Brazil,True,quarter-finals,1,0,0,M-2014-58
2014-07-05,Argentina,Belgium,1,0,2014 FIFA Men's World Cup,Brasília,Brazil,True,quarter-finals,1,0,0,M-2014-59
2014-07-05,Netherlands,Costa Rica,0,0,2014 FIFA Men's World Cup,Salvador,Brazil,True,quarter-finals,1,1,1,M-2014-60
2014-07-08,Brazil,Germany,1,7,2014 FIFA Men's World Cup,Belo Horizonte,Brazil,True,semi-finals,1,0,0,M-2014-61
2014-07-09,Netherlands,Argentina,0,0,2014 FIFA Men's World Cup,São Paulo,Brazil,True,semi-finals,1,1,1,M-2014-62
2014-07-12,Brazil,Netherlands,0,3,2014 FIFA Men's World Cup,Brasília,Brazil,True,third-place match,1,0,0,M-2014-63
2014-07-13,Germany,Argentina,1,0,2014 FIFA Men's World Cup,Rio de Janeiro,Brazil,True,final,1,1,0,M-2014-64
2018-06-14,Russia,Saudi Arabia,5,0,2018 FIFA Men's World Cup,Moscow,Russia,True,group stage,0,0,0,M-2018-01
2018-06-15,Egypt,Uruguay,0,1,2018 FIFA Men's World Cup,Yekaterinburg,Russia,True,group stage,0,0,0,M-2018-02
2018-06-15,Morocco,Iran,0,1,2018 FIFA Men's World Cup,Saint Petersburg,Russia,True,group stage,0,0,0,M-2018-03
2018-06-15,Portugal,Spain,3,3,2018 FIFA Men's World Cup,Sochi,Russia,True,group stage,0,0,0,M-2018-04
2018-06-16,France,Australia,2,1,2018 FIFA Men's World Cup,Kazan,Russia,True,group stage,0,0,0,M-2018-05
2018-06-16,Argentina,Iceland,1,1,2018 FIFA Men's World Cup,Moscow,Russia,True,group stage,0,0,0,M-2018-06
2018-06-16,Peru,Denmark,0,1,2018 FIFA Men's World Cup,Saransk,Russia,True,group stage,0,0,0,M-2018-07
2018-06-16,Croatia,Nigeria,2,0,2018 FIFA Men's World Cup,Kaliningrad,Russia,True,group stage,0,0,0,M-2018-08
2018-06-17,Costa Rica,Serbia,0,1,2018 FIFA Men's World Cup,Samara,Russia,True,group stage,0,0,0,M-2018-09
2018-06-17,Germany,Mexico,0,1,2018 FIFA Men's World Cup,Moscow,Russia,True,group stage,0,0,0,M-2018-10
2018-06-17,Brazil,Switzerland,1,1,2018 FIFA Men's World Cup,Rostov-on-Don,Russia,True,group stage,0,0,0,M-2018-11
