date,home_team,away_team,home_score,away_score,tournament,city,country,neutral,stage_name,knockout_stage,extra_time,penalty_shootout,match_id
1970-06-06,Romania,Czechoslovakia,2,1,1970 FIFA Men's World Cup,Guadalajara,Mexico,True,group stage,0,0,0,M-1970-11
1970-06-06,Peru,Morocco,3,0,1970 FIFA Men's World Cup,León,Mexico,True,group stage,0,0,0,M-1970-12
1970-06-07,Mexico,El Salvador,4,0,1970 FIFA Men's World Cup,Mexico City,Mexico,True,group stage,0,0,0,M-1970-13
1970-06-07,Sweden,Israel,1,1,1970 FIFA Men's World Cup,Toluca,Mexico,True,group stage,0,0,0,M-1970-14
1970-06-07,Brazil,England,1,0,1970 FIFA Men's World Cup,Guadalajara,Mexico,True,group stage,0,0,0,M-1970-15
1970-06-07,West Germany,Bulgaria,5,2,1970 FIFA Men's World Cup,León,Mexico,True,group stage,0,0,0,M-1970-16
1970-06-10,Soviet Union,El Salvador,2,0,1970 FIFA Men's World Cup,Mexico City,Mexico,True,group stage,0,0,0,M-1970-17
1970-06-10,Sweden,Uruguay,1,0,1970 FIFA Men's World Cup,Puebla,Mexico,True,group stage,0,0,0,M-1970-18
1970-06-10,Brazil,Romania,3,2,1970 FIFA Men's World Cup,Guadalajara,Mexico,True,group stage,0,0,0,M-1970-19
1970-06-10,West Germany,Peru,3,1,1970 FIFA Men's World Cup,León,Mexico,True,group stage,0,0,0,M-1970-20
1970-06-11,Mexico,Belgium,1,0,1970 FIFA Men's World Cup,Mexico City,Mexico,True,group stage,0,0,0,M-1970-21
1970-06-11,Italy,Israel,0,0,1970 FIFA Men's World Cup,Toluca,Mexico,True,group stage,0,0,0,M-1970-22
1970-06-11,England,Czechoslovakia,1,0,1970 FIFA Men's World Cup,Guadalajara,Mexico,True,group stage,0,0,0,M-1970-23
1970-06-11,Bulgaria,Morocco,1,1,1970 FIFA Men's World Cup,León,Mexico,True,group stage,0,0,0,M-1970-24
1970-06-14,Brazil,Peru,4,2,1970 FIFA Men's World Cup,Guadalajara,Mexico,True,quarter-finals,1,0,0,M-1970-25
1970-06-14,Italy,Mexico,4,1,1970 FIFA Men's World Cup,Toluca,Mexico,True,quarter-finals,1,0,0,M-1970-26
1970-06-14,Soviet Union,Uruguay,0,1,1970 FIFA Men's World Cup,Mexico City,Mexico,True,quarter-finals,1,1,0,M-1970-27
1970-06-14,West Germany,England,3,2,1970 FIFA Men's World Cup,León,Mexico,True,quarter-finals,1,1,0,M-1970-28
1970-06-17,Brazil,Uruguay,3,1,1970 FIFA Men's World Cup,Guadalajara,Mexico,True,semi-finals,1,0,0,M-1970-29
1970-06-17,Italy,West Germany,4,3,1970 FIFA Men's World Cup,Mexico City,Mexico,True,semi-finals,1,1,0,M-1970-30
1970-06-20,West Germany,Uruguay,1,0,1970 FIFA Men's World Cup,Mexico City,Mexico,True,third-place match,1,0,0,M-1970-31
1970-06-21,Brazil,Italy,4,1,1970 FIFA Men's World Cup,Mexico City,Mexico,True,final,1,0,0,M-1970-32
1974-06-13,Brazil,Yugoslavia,0,0,1974 FIFA Men's World Cup,Frankfurt,Germany,True,group stage,0,0,0,M-1974-01
1974-06-14,West Germany,Chile,1,0,1974 FIFA Men's World Cup,Berlin,Germany,True,group stage,0,0,0,M-1974-02
1974-06-14,East Germany,Australia,2,0,1974 FIFA Men's World Cup,Hamburg,Germany,True,group stage,0,0,0,M-1974-03
1974-06-14,Zaire,Scotland,0,2,1974 FIFA Men's World Cup,Dortmund,Germany,True,group stage,0,0,0,M-1974-04
1974-06-15,Sweden,Bulgaria,0,0,1974 FIFA Men's World Cup,Düsseldorf,Germany,True,group stage,0,0,0,M-1974-05
1974-06-15,Uruguay,Netherlands,0,2,1974 FIFA Men's World Cup,Hanover,Germany,True,group stage,0,0,0,M-1974-06
1974-06-15,Italy,Haiti,3,1,1974 FIFA Men's World Cup,Munich,Germany,True,group stage,0,0,0,M-1974-07
1974-06-15,Poland,Argentina,3,2,1974 FIFA Men's World Cup,Stuttgart,Germany,True,group stage,0,0,0,M-1974-08
1974-06-18,Australia,West Germany,0,3,1974 FIFA Men's World Cup,Hamburg,Germany,True,group stage,0,0,0,M-1974-09
1974-06-18,Chile,East Germany,1,1,1974 FIFA Men's World Cup,Berlin,Germany,True,group stage,0,0,0,M-1974-10
1974-06-18,Scotland,Brazil,0,0,1974 FIFA Men's World Cup,Frankfurt,Germany,True,group stage,0,0,0,M-1974-11
1974-06-18,Yugoslavia,Zaire,9,0,1974 FIFA Men's World Cup,Gelsenkirchen,Germany,True,group stage,0,0,0,M-1974-12
1974-06-19,Bulgaria,Uruguay,1,1,1974 FIFA Men's World Cup,Hanover,Germany,True,group stage,0,0,0,M-1974-13
1974-06-19,Netherlands,Sweden,0,0,1974 FIFA Men's World Cup,Dortmund,Germany,True,group stage,0,0,0,M-1974-14
1974-06-19,Argentina,Italy,1,1,1974 FIFA Men's World Cup,Stuttgart,Germany,True,group stage,0,0,0,M-1974-15
1974-06-19,Haiti,Poland,0,7,1974 FIFA Men's World Cup,Munich,Germany,True,group stage,0,0,0,M-1974-16
1974-06-22,Australia,Chile,0,0,1974 FIFA Men's World Cup,Berlin,Germany,True,group stage,0,0,0,M-1974-17
1974-06-22,Scotland,Yugoslavia,1,1,1974 FIFA Men's World Cup,Frankfurt,Germany,True,group stage,0,0,0,M-1974-18
1974-06-22,Zaire,Brazil,0,3,1974 FIFA Men's World Cup,Gelsenkirchen,Germany,True,group stage,0,0,0,M-1974-19
1974-06-22,East Germany,West Germany,1,0,1974 FIFA Men's World Cup,Hamburg,Germany,True,group stage,0,0,0,M-1974-20
1974-06-23,Bulgaria,Netherlands,1,4,1974 FIFA Men's World Cup,Dortmund,Germany,True,group stage,0,0,0,M-1974-21
1974-06-23,Sweden,Uruguay,3,0,1974 FIFA Men's World Cup,Düsseldorf,Germany,True,group stage,0,0,0,M-1974-22
1974-06-23,Argentina,Haiti,4,1,1974 FIFA Men's World Cup,Munich,Germany,True,group stage,0,0,0,M-1974-23
1974-06-23,Poland,Italy,2,1,1974 FIFA Men's World Cup,Stuttgart,Germany,True,group stage,0,0,0,M-1974-24
1974-06-26,Yugoslavia,West Germany,0,2,1974 FIFA Men's World Cup,Düsseldorf,Germany,True,second group stage,0,0,0,M-1974-25
1974-06-26,Brazil,East Germany,1,0,1974 FIFA Men's World Cup,Hanover,Germany,True,second group stage,0,0,0,M-1974-26
1974-06-26,Netherlands,Argentina,4,0,1974 FIFA Men's World Cup,Gelsenkirchen,Germany,True,second group stage,0,0,0,M-1974-27
1974-06-26,Sweden,Poland,0,1,1974 FIFA Men's World Cup,Stuttgart,Germany,True,second group stage,0,0,0,M-1974-28
1974-06-30,Argentina,Brazil,1,2,1974 FIFA Men's World Cup,Hanover,Germany,True,second group stage,0,0,0,M-1974-29
1974-06-30,East Germany,Netherlands,0,2,1974 FIFA Men's World Cup,Gelsenkirchen,Germany,True,second group stage,0,0,0,M-1974-30
1974-06-30,Poland,Yugoslavia,2,1,1974 FIFA Men's World Cup,Frankfurt,Germany,True,second group stage,0,0,0,M-1974-31
1974-06-30,West Germany,Sweden,4,2,1974 FIFA Men's World Cup,Düsseldorf,Germany,True,second group stage,0,0,0,M-1974-32
1974-07-03,Poland,West Germany,0,1,1974 FIFA Men's World Cup,Frankfurt,Germany,True,second group stage,0,0,0,M-1974-33
1974-07-03,Argentina,East Germany,1,1,1974 FIFA Men's World Cup,Gelsenkirchen,Germany,True,second group stage,0,0,0,M-1974-34
1974-07-03,Netherlands,Brazil,2,0,1974 FIFA Men's World Cup,Dortmund,Germany,True,second group stage,0,0,0,M-1974-35
1974-07-03,Sweden,Yugoslavia,2,1,1974 FIFA Men's World Cup,Düsseldorf,Germany,True,second group stage,0,0,0,M-1974-36
1974-07-06,Brazil,Poland,0,1,1974 FIFA Men's World Cup,Munich,Germany,True,third-place match,1,0,0,M-1974-37
1974-07-07,Netherlands,West Germany,1,2,1974 FIFA Men's World Cup,Munich,Germany,True,final,1,0,0,M-1974-38
1978-06-01,West Germany,Poland,0,0,1978 FIFA Men's World Cup,Buenos Aires,Argentina,True,group stage,0,0,0,M-1978-01
1978-06-02,Italy,France,2,1,1978 FIFA Men's World Cup,Mar del Plata,Argentina,True,group stage,0,0,0,M-1978-02
1978-06-02,Tunisia,Mexico,3,1,1978 FIFA Men's World Cup,Rosario,Argentina,True,group stage,0,0,0,M-1978-03
1978-06-02,Argentina,Hungary,2,1,1978 FIFA Men's World Cup,Buenos Aires,Argentina,True,group stage,0,0,0,M-1978-04
1978-06-03,Austria,Spain,2,1,1978 FIFA Men's World Cup,Buenos Aires,Argentina,True,group stage,0,0,0,M-1978-05
1978-06-03,Brazil,Sweden,1,1,1978 FIFA Men's World Cup,Mar del Plata,Argentina,True,group stage,0,0,0,M-1978-06
1978-06-03,Netherlands,Iran,3,0,1978 FIFA Men's World Cup,Mendoza,Argentina,True,group stage,0,0,0,M-1978-07
1978-06-03,Peru,Scotland,3,1,1978 FIFA Men's World Cup,Córdoba,Argentina,True,group stage,0,0,0,M-1978-08
1978-06-06,Italy,Hungary,3,1,1978 FIFA Men's World Cup,Mar del Plata,Argentina,True,group stage,0,0,0,M-1978-09
1978-06-06,Poland,Tunisia,1,0,1978 FIFA Men's World Cup,Rosario,Argentina,True,group stage,0,0,0,M-1978-10
1978-06-06,West Germany,Mexico,6,0,1978 FIFA Men's World Cup,Córdoba,Argentina,True,group stage,0,0,0,M-1978-11
1978-06-06,Argentina,France,2,1,1978 FIFA Men's World Cup,Buenos Aires,Argentina,True,group stage,0,0,0,M-1978-12
1978-06-07,Austria,Sweden,1,0,1978 FIFA Men's World Cup,Buenos Aires,Argentina,True,group stage,0,0,0,M-1978-13
1978-06-07,Brazil,Spain,0,0,1978 FIFA Men's World Cup,Mar del Plata,Argentina,True,group stage,0,0,0,M-1978-14
1978-06-07,Netherlands,Peru,0,0,1978 FIFA Men's World Cup,Mendoza,Argentina,True,group stage,0,0,0,M-1978-15
1978-06-07,Scotland,Iran,1,1,1978 FIFA Men's World Cup,Córdoba,Argentina,True,group stage,0,0,0,M-1978-16
1978-06-10,France,Hungary,3,1,1978 FIFA Men's World Cup,Mar del Plata,Argentina,True,group stage,0,0,0,M-1978-17
1978-06-10,Poland,Mexico,3,1,1978 FIFA Men's World Cup,Rosario,Argentina,True,group stage,0,0,0,M-1978-18
1978-06-10,West Germany,Tunisia,0,0,1978 FIFA Men's World Cup,Córdoba,Argentina,True,group stage,0,0,0,M-1978-19
1978-06-10,Argentina,Italy,0,1,1978 FIFA Men's World Cup,Buenos Aires,Argentina,True,group stage,0,0,0,M-1978-20
1978-06-11,Brazil,Austria,1,0,1978 FIFA Men's World Cup,Mar del Plata,Argentina,True,group stage,0,0,0,M-1978-21
1978-06-11,Spain,Sweden,1,0,1978 FIFA Men's World Cup,Buenos Aires,Argentina,True,group stage,0,0,0,M-1978-22
1978-06-11,Peru,Iran,4,1,1978 FIFA Men's World Cup,Córdoba,Argentina,True,group stage,0,0,0,M-1978-23
1978-06-11,Scotland,Netherlands,3,2,1978 FIFA Men's World Cup,Mendoza,Argentina,True,group stage,0,0,0,M-1978-24
1978-06-14,Austria,Netherlands,1,5,1978 FIFA Men's World Cup,Córdoba,Argentina,True,second group stage,0,0,0,M-1978-25
1978-06-14,Italy,West Germany,0,0,1978 FIFA Men's World Cup,Buenos Aires,Argentina,True,second group stage,0,0,0,M-1978-26
1978-06-14,Brazil,Peru,3,0,1978 FIFA Men's World Cup,Mendoza,Argentina,True,second group stage,0,0,0,M-1978-27
1978-06-14,Argentina,Poland,2,0,1978 FIFA Men's World Cup,Rosario,Argentina,True,second group stage,0,0,0,M-1978-28
1978-06-18,Peru,Poland,0,1,1978 FIFA Men's World Cup,Mendoza,Argentina,True,second group stage,0,0,0,M-1978-29
1978-06-18,Italy,Austria,1,0,1978 FIFA Men's World Cup,Buenos Aires,Argentina,True,second group stage,0,0,0,M-1978-30
1978-06-18,Netherlands,West Germany,2,2,1978 FIFA Men's World Cup,Córdoba,Argentina,True,second group stage,0,0,0,M-1978-31
1978-06-18,Argentina,Brazil,0,0,1978 FIFA Men's World Cup,Rosario,Argentina,True,second group stage,0,0,0,M-1978-32
1978-06-21,Austria,West Germany,3,2,1978 FIFA Men's World Cup,Córdoba,Argentina,True,second group stage,0,0,0,M-1978-33
1978-06-21,Italy,Netherlands,1,2,1978 FIFA Men's World Cup,Buenos Aires,Argentina,True,second group stage,0,0,0,M-1978-34
1978-06-21,Brazil,Poland,3,1,1978 FIFA Men's World Cup,Mendoza,Argentina,True,second group stage,0,0,0,M-1978-35
1978-06-21,Argentina,Peru,6,0,1978 FIFA Men's World Cup,Rosario,Argentina,True,second group stage,0,0,0,M-1978-36
1978-06-24,Brazil,Italy,2,1,1978 FIFA Men's World Cup,Buenos Aires,Argentina,True,third-place match,1,0,0,M-1978-37
1978-06-25,Argentina,Netherlands,3,1,1978 FIFA Men's World Cup,Buenos Aires,Argentina,True,final,1,1,0,M-1978-38
1982-06-13,Argentina,Belgium,0,1,1982 FIFA Men's World Cup,Barcelona,Spain,True,group stage,0,0,0,M-1982-01
1982-06-14,Italy,Poland,0,0,1982 FIFA Men's World Cup,Vigo,Spain,True,group stage,0,0,0,M-1982-02
1982-06-14,Brazil,Soviet Union,2,1,1982 FIFA Men's World Cup,Seville,Spain,True,group stage,0,0,0,M-1982-03
1982-06-15,Peru,Cameroon,0,0,1982 FIFA Men's World Cup,A Coruña,Spain,True,group stage,0,0,0,M-1982-04
1982-06-15,Hungary,El Salvador,10,1,1982 FIFA Men's World Cup,Elche,Spain,True,group stage,0,0,0,M-1982-05
1982-06-15,Scotland,New Zealand,5,2,1982 FIFA Men's World Cup,Málaga,Spain,True,group stage,0,0,0,M-1982-06
1982-06-16,West Germany,Algeria,1,2,1982 FIFA Men's World Cup,Gijón,Spain,True,group stage,0,0,0,M-1982-07
1982-06-16,England,France,3,1,1982 FIFA Men's World Cup,Bilbao,Spain,True,group stage,0,0,0,M-1982-08
1982-06-16,Spain,Honduras,1,1,1982 FIFA Men's World Cup,Valencia,Spain,True,group stage,0,0,0,M-1982-09
1982-06-17,Chile,Austria,0,1,1982 FIFA Men's World Cup,Oviedo,Spain,True,group stage,0,0,0,M-1982-10
1982-06-17,Czechoslovakia,Kuwait,1,1,1982 FIFA Men's World Cup,Valladolid,Spain,True,group stage,0,0,0,M-1982-11
1982-06-17,Yugoslavia,Northern Ireland,0,0,1982 FIFA Men's World Cup,Zaragoza,Spain,True,group stage,0,0,0,M-1982-12
1982-06-18,Italy,Peru,1,1,1982 FIFA Men's World Cup,Vigo,Spain,True,group stage,0,0,0,M-1982-13
1982-06-18,Argentina,Hungary,4,1,1982 FIFA Men's World Cup,Alicante,Spain,True,group stage,0,0,0,M-1982-14
1982-06-18,Brazil,Scotland,4,1,1982 FIFA Men's World Cup,Seville,Spain,True,group stage,0,0,0,M-1982-15
1982-06-19,Poland,Cameroon,0,0,1982 FIFA Men's World Cup,A Coruña,Spain,True,group stage,0,0,0,M-1982-16
1982-06-19,Belgium,El Salvador,1,0,1982 FIFA Men's World Cup,Elche,Spain,True,group stage,0,0,0,M-1982-17
1982-06-19,Soviet Union,New Zealand,3,0,1982 FIFA Men's World Cup,Málaga,Spain,True,group stage,0,0,0,M-1982-18
1982-06-20,West Germany,Chile,4,1,1982 FIFA Men's World Cup,Gijón,Spain,True,group stage,0,0,0,M-1982-19
1982-06-20,England,Czechoslovakia,2,0,1982 FIFA Men's World Cup,Bilbao,Spain,True,group stage,0,0,0,M-1982-20
1982-06-20,Spain,Yugoslavia,2,1,1982 FIFA Men's World Cup,Valencia,Spain,True,group stage,0,0,0,M-1982-21
1982-06-21,Algeria,Austria,0,2,1982 FIFA Men's World Cup,Oviedo,Spain,True,group stage,0,0,0,M-1982-22
1982-06-21,France,Kuwait,4,1,1982 FIFA Men's World Cup,Valladolid,Spain,True,group stage,0,0,0,M-1982-23
1982-06-21,Honduras,Northern Ireland,1,1,1982 FIFA Men's World Cup,Zaragoza,Spain,True,group stage,0,0,0,M-1982-24
1982-06-22,Poland,Peru,5,1,1982 FIFA Men's World Cup,A Coruña,Spain,True,group stage,0,0,0,M-1982-25
1982-06-22,Belgium,Hungary,1,1,1982 FIFA Men's World Cup,Elche,Spain,True,group stage,0,0,0,M-1982-26
1982-06-22,Soviet Union,Scotland,2,2,1982 FIFA Men's World Cup,Málaga,Spain,True,group stage,0,0,0,M-1982-27
1982-06-23,Italy,Cameroon,1,1,1982 FIFA Men's World Cup,Vigo,Spain,True,group stage,0,0,0,M-1982-28
1982-06-23,Argentina,El Salvador,2,0,1982 FIFA Men's World Cup,Alicante,Spain,True,group stage,0,0,0,M-1982-29
1982-06-23,Brazil,New Zealand,4,0,1982 FIFA Men's World Cup,Seville,Spain,True,group stage,0,0,0,M-1982-30
1982-06-24,Algeria,Chile,3,2,1982 FIFA Men's World Cup,Oviedo,Spain,True,group stage,0,0,0,M-1982-31
1982-06-24,France,Czechoslovakia,1,1,1982 FIFA Men's World Cup,Valladolid,Spain,True,group stage,0,0,0,M-1982-32
1982-06-24,Honduras,Yugoslavia,0,1,1982 FIFA Men's World Cup,Zaragoza,Spain,True,group stage,0,0,0,M-1982-33
1982-06-25,West Germany,Austria,1,0,1982 FIFA Men's World Cup,Gijón,Spain,True,group stage,0,0,0,M-1982-34
1982-06-25,England,Kuwait,1,0,1982 FIFA Men's World Cup,Bilbao,Spain,True,group stage,0,0,0,M-1982-35
1982-06-25,Spain,Northern Ireland,0,1,1982 FIFA Men's World Cup,Valencia,Spain,True,group stage,0,0,0,M-1982-36
1982-06-28,Austria,France,0,1,1982 FIFA Men's World Cup,Madrid,Spain,True,second group stage,0,0,0,M-1982-37
1982-06-28,Poland,Belgium,3,0,1982 FIFA Men's World Cup,Barcelona,Spain,True,second group stage,0,0,0,M-1982-38
1982-06-29,Italy,Argentina,2,1,1982 FIFA Men's World Cup,Barcelona,Spain,True,second group stage,0,0,0,M-1982-39
1982-06-29,West Germany,England,0,0,1982 FIFA Men's World Cup,Madrid,Spain,True,second group stage,0,0,0,M-1982-40
1982-07-01,Austria,Northern Ireland,2,2,1982 FIFA Men's World Cup,Madrid,Spain,True,second group stage,0,0,0,M-1982-41
1982-07-01,Belgium,Soviet Union,0,1,1982 FIFA Men's World Cup,Barcelona,Spain,True,second group stage,0,0,0,M-1982-42
1982-07-02,Argentina,Brazil,1,3,1982 FIFA Men's World Cup,Barcelona,Spain,True,second group stage,0,0,0,M-1982-43
1982-07-02,West Germany,Spain,2,1,1982 FIFA Men's World Cup,Madrid,Spain,True,second group stage,0,0,0,M-1982-44
1982-07-04,France,Northern Ireland,4,1,1982 FIFA Men's World Cup,Madrid,Spain,True,second group stage,0,0,0,M-1982-45
1982-07-04,Soviet Union,Poland,0,0,1982 FIFA Men's World Cup,Barcelona,Spain,True,second group stage,0,0,0,M-1982-46
1982-07-05,Italy,Brazil,3,2,1982 FIFA Men's World Cup,Barcelona,Spain,True,second group stage,0,0,0,M-1982-47
1982-07-05,Spain,England,0,0,1982 FIFA Men's World Cup,Madrid,Spain,True,second group stage,0,0,0,M-1982-48
1982-07-08,Poland,Italy,0,2,1982 FIFA Men's World Cup,Barcelona,Spain,True,semi-finals,1,0,0,M-1982-49
1982-07-08,West Germany,France,3,3,1982 FIFA Men's World Cup,Seville,Spain,True,semi-finals,1,1,1,M-1982-50
1982-07-10,Poland,France,3,2,1982 FIFA Men's World Cup,Alicante,Spain,True,third-place match,1,0,0,M-1982-51
1982-07-11,Italy,West Germany,3,1,1982 FIFA Men's World Cup,Madrid,Spain,True,final,1,0,0,M-1982-52
1986-05-31,Bulgaria,Italy,1,1,1986 FIFA Men's World Cup,Mexico City,Mexico,True,group stage,0,0,0,M-1986-01
1986-06-01,Spain,Brazil,0,1,1986 FIFA Men's World Cup,Guadalajara,Mexico,True,group stage,0,0,0,M-1986-02
1986-06-01,Canada,France,0,1,1986 FIFA Men's World Cup,León,Mexico,True,group stage,0,0,0,M-1986-03
1986-06-02,Argentina,South Korea,3,1,1986 FIFA Men's World Cup,Mexico City,Mexico,True,group stage,0,0,0,M-1986-04
1986-06-02,Soviet Union,Hungary,6,0,1986 FIFA Men's World Cup,Irapuato,Mexico,True,group stage,0,0,0,M-1986-05
1986-06-02,Morocco,Poland,0,0,1986 FIFA Men's World Cup,Monterrey,Mexico,True,group stage,0,0,0,M-1986-06
1986-06-03,Belgium,Mexico,1,2,1986 FIFA Men's World Cup,Mexico City,Mexico,True,group stage,0,0,0,M-1986-07
1986-06-03,Algeria,Northern Ireland,1,1,1986 FIFA Men's World Cup,Guadalajara,Mexico,True,group stage,0,0,0,M-1986-08
1986-06-03,Portugal,England,1,0,1986 FIFA Men's World Cup,Monterrey,Mexico,True,group stage,0,0,0,M-1986-09
1986-06-04,Paraguay,Iraq,1,0,1986 FIFA Men's World Cup,Toluca,Mexico,True,group stage,0,0,0,M-1986-10
1986-06-04,Uruguay,West Germany,1,1,1986 FIFA Men's World Cup,Querétaro,Mexico,True,group stage,0,0,0,M-1986-11
1986-06-04,Scotland,Denmark,0,1,1986 FIFA Men's World Cup,Nezahualcóyotl,Mexico,True,group stage,0,0,0,M-1986-12
1986-06-05,Italy,Argentina,1,1,1986 FIFA Men's World Cup,Puebla,Mexico,True,group stage,0,0,0,M-1986-13
1986-06-05,France,Soviet Union,1,1,1986 FIFA Men's World Cup,León,Mexico,True,group stage,0,0,0,M-1986-14
1986-06-05,South Korea,Bulgaria,1,1,1986 FIFA Men's World Cup,Mexico City,Mexico,True,group stage,0,0,0,M-1986-15
1986-06-06,Hungary,Canada,2,0,1986 FIFA Men's World Cup,Irapuato,Mexico,True,group stage,0,0,0,M-1986-16
1986-06-06,Brazil,Algeria,1,0,1986 FIFA Men's World Cup,Guadalajara,Mexico,True,group stage,0,0,0,M-1986-17
1986-06-06,England,Morocco,0,0,1986 FIFA Men's World Cup,Monterrey,Mexico,True,group stage,0,0,0,M-1986-18
1986-06-07,Mexico,Paraguay,1,1,1986 FIFA Men's World Cup,Mexico City,Mexico,True,group stage,0,0,0,M-1986-19
1986-06-07,Northern Ireland,Spain,1,2,1986 FIFA Men's World Cup,Guadalajara,Mexico,True,group stage,0,0,0,M-1986-20
1986-06-07,Poland,Portugal,1,0,1986 FIFA Men's World Cup,Monterrey,Mexico,True,group stage,0,0,0,M-1986-21
1986-06-08,Iraq,Belgium,1,2,1986 FIFA Men's World Cup,Toluca,Mexico,True,group stage,0,0,0,M-1986-22
1986-06-08,West Germany,Scotland,2,1,1986 FIFA Men's World Cup,Querétaro,Mexico,True,group stage,0,0,0,M-1986-23
1986-06-08,Denmark,Uruguay,6,1,1986 FIFA Men's World Cup,Nezahualcóyotl,Mexico,True,group stage,0,0,0,M-1986-24
1986-06-09,Hungary,France,0,3,1986 FIFA Men's World Cup,León,Mexico,True,group stage,0,0,0,M-1986-25
1986-06-09,Soviet Union,Canada,2,0,1986 FIFA Men's World Cup,Irapuato,Mexico,True,group stage,0,0,0,M-1986-26
1986-06-10,Argentina,Bulgaria,2,0,1986 FIFA Men's World Cup,Mexico City,Mexico,True,group stage,0,0,0,M-1986-27
1986-06-10,South Korea,Italy,2,3,1986 FIFA Men's World Cup,Puebla,Mexico,True,group stage,0,0,0,M-1986-28
1986-06-11,Iraq,Mexico,0,1,1986 FIFA Men's World Cup,Mexico City,Mexico,True,group stage,0,0,0,M-1986-29
1986-06-11,Paraguay,Belgium,2,2,1986 FIFA Men's World Cup,Toluca,Mexico,True,group stage,0,0,0,M-1986-30
1986-06-11,England,Poland,3,0,1986 FIFA Men's World Cup,Monterrey,Mexico,True,group stage,0,0,0,M-1986-31
1986-06-11,Portugal,Morocco,1,3,1986 FIFA Men's World Cup,Guadalajara,Mexico,True,group stage,0,0,0,M-1986-32
1986-06-12,Algeria,Spain,0,3,1986 FIFA Men's World Cup,Monterrey,Mexico,True,group stage,0,0,0,M-1986-33
1986-06-12,Northern Ireland,Brazil,0,3,1986 FIFA Men's World Cup,Guadalajara,Mexico,True,group stage,0,0,0,M-1986-34
1986-06-13,Denmark,West Germany,2,0,1986 FIFA Men's World Cup,Querétaro,Mexico,True,group stage,0,0,0,M-1986-35
1986-06-13,Scotland,Uruguay,0,0,1986 FIFA Men's World Cup,Nezahualcóyotl,Mexico,True,group stage,0,0,0,M-1986-36
1986-06-15,Mexico,Bulgaria,2,0,1986 FIFA Men's World Cup,Mexico City,Mexico,True,round of 16,1,0,0,M-1986-37
1986-06-15,Soviet Union,Belgium,3,4,1986 FIFA Men's World Cup,León,Mexico,True,round of 16,1,1,0,M-1986-38
1986-06-16,Brazil,Poland,4,0,1986 FIFA Men's World Cup,Guadalajara,Mexico,True,round of 16,1,0,0,M-1986-39
1986-06-16,Argentina,Uruguay,1,0,1986 FIFA Men's World Cup,Puebla,Mexico,True,round of 16,1,0,0,M-1986-40
1986-06-17,Italy,France,0,2,1986 FIFA Men's World Cup,Mexico City,Mexico,True,round of 16,1,0,0,M-1986-41
1986-06-17,Morocco,West Germany,0,1,1986 FIFA Men's World Cup,Monterrey,Mexico,True,round of 16,1,0,0,M-1986-42
1986-06-18,England,Paraguay,3,0,1986 FIFA Men's World Cup,Mexico City,Mexico,True,round of 16,1,0,0,M-1986-43
1986-06-18,Denmark,Spain,1,5,1986 FIFA Men's World Cup,Querétaro,Mexico,True,round of 16,1,0,0,M-1986-44
1986-06-21,Brazil,France,1,1,1986 FIFA Men's World Cup,Guadalajara,Mexico,True,quarter-finals,1,1,1,M-1986-45
1986-06-21,West Germany,Mexico,0,0,1986 FIFA Men's World Cup,Monterrey,Mexico,True,quarter-finals,1,1,1,M-1986-46
1986-06-22,Argentina,England,2,1,1986 FIFA Men's World Cup,Mexico City,Mexico,True,quarter-finals,1,0,0,M-1986-47
1986-06-22,Spain,Belgium,1,1,1986 FIFA Men's World Cup,Puebla,Mexico,True,quarter-finals,1,1,1,M-1986-48
1986-06-25,France,West Germany,0,2,1986 FIFA Men's World Cup,Guadalajara,Mexico,True,semi-finals,1,0,0,M-1986-49
1986-06-25,Argentina,Belgium,2,0,1986 FIFA Men's World Cup,Mexico City,Mexico,True,semi-finals,1,0,0,M-1986-50
1986-06-28,Belgium,France,2,4,1986 FIFA Men's World Cup,Puebla,Mexico,True,third-place match,1,1,0,M-1986-51
1986-06-29,Argentina,West Germany,3,2,1986 FIFA Men's World Cup,Mexico City,Mexico,True,final,1,0,0,M-1986-52
1990-06-08,Argentina,Cameroon,0,1,1990 FIFA Men's World Cup,Milan,Italy,True,group stage,0,0,0,M-1990-01
1990-06-09,Soviet Union,Romania,0,2,1990 FIFA Men's World Cup,Bari,Italy,True,group stage,0,0,0,M-1990-02
1990-06-09,United Arab Emirates,Colombia,0,2,1990 FIFA Men's World Cup,Bologna,Italy,True,group stage,0,0,0,M-1990-03
1990-06-09,Italy,Austria,1,0,1990 FIFA Men's World Cup,Rome,Italy,True,group stage,0,0,0,M-1990-04
1990-06-10,United States,Czechoslovakia,1,5,1990 FIFA Men's World Cup,Florence,Italy,True,group stage,0,0,0,M-1990-05
1990-06-10,Brazil,Sweden,2,1,1990 FIFA Men's World Cup,Turin,Italy,True,group stage,0,0,0,M-1990-06
1990-06-10,West Germany,Yugoslavia,4,1,1990 FIFA Men's World Cup,Milan,Italy,True,group stage,0,0,0,M-1990-07
1990-06-11,Costa Rica,Scotland,1,0,1990 FIFA Men's World Cup,Genoa,Italy,True,group stage,0,0,0,M-1990-08
1990-06-11,England,Republic of Ireland,1,1,1990 FIFA Men's World Cup,Cagliari,Italy,True,group stage,0,0,0,M-1990-09
1990-06-12,Belgium,South Korea,2,0,1990 FIFA Men's World Cup,Verona,Italy,True,group stage,0,0,0,M-1990-10
