date,home_team,away_team,team,player,minute
1998-06-29,Germany,Mexico,Germany,Ulf Kirsten,73
1998-06-29,Germany,Mexico,Mexico,Ricardo Peláez,86
1998-06-29,Netherlands,Yugoslavia,Yugoslavia,Dejan Savićević,57
1998-06-29,Netherlands,Yugoslavia,Yugoslavia,Niša Saveljić,78
1998-06-30,Romania,Croatia,Romania,Gheorghe Craioveanu,56
1998-06-30,Romania,Croatia,Romania,Radu Niculescu,61
1998-06-30,Romania,Croatia,Romania,Lucian Marinescu,76
1998-06-30,Romania,Croatia,Croatia,Petar Krpan,76
1998-06-30,Romania,Croatia,Croatia,Igor Tudor,83
1998-06-30,Argentina,England,Argentina,Hernán Crespo,68
1998-06-30,Argentina,England,Argentina,Marcelo Gallardo,68
1998-06-30,Argentina,England,England,Gareth Southgate,71
1998-06-30,Argentina,England,England,Paul Merson,78
1998-06-30,Argentina,England,Argentina,Sergio Berti,91
1998-06-30,Argentina,England,England,David Batty,97
1998-07-03,Italy,France,Italy,Demetrio Albertini,52
1998-07-03,Italy,France,France,Thierry Henry,65
1998-07-03,Italy,France,France,David Trezeguet,65
1998-07-03,Italy,France,Italy,Roberto Baggio,67
1998-07-03,Italy,France,Italy,Angelo Di Livio,90
1998-07-03,Brazil,Denmark,Denmark,Stig Tøfting,46
1998-07-03,Brazil,Denmark,Brazil,not applicable Denílson,64
1998-07-03,Brazil,Denmark,Denmark,Ebbe Sand,66
1998-07-03,Brazil,Denmark,Brazil,not applicable Emerson,71
1998-07-03,Brazil,Denmark,Brazil,not applicable Zé Roberto,87
1998-07-03,Brazil,Denmark,Denmark,Michael Schjønberg,87
1998-07-04,Netherlands,Argentina,Netherlands,Marc Overmars,64
1998-07-04,Netherlands,Argentina,Argentina,Mauricio Pineda,68
1998-07-04,Netherlands,Argentina,Argentina,Abel Balbo,89
1998-07-04,Germany,Croatia,Germany,Ulf Kirsten,69
1998-07-04,Germany,Croatia,Germany,Olaf Marschall,79
1998-07-04,Germany,Croatia,Croatia,Silvio Marić,83
1998-07-07,Brazil,Netherlands,Netherlands,Aron Winter,56
1998-07-07,Brazil,Netherlands,Brazil,not applicable Denílson,70
1998-07-07,Brazil,Netherlands,Netherlands,Pierre van Hooijdonk,75
1998-07-07,Brazil,Netherlands,Brazil,not applicable Emerson,85
1998-07-07,Brazil,Netherlands,Netherlands,Clarence Seedorf,111
1998-07-08,France,Croatia,France,Thierry Henry,31
1998-07-08,France,Croatia,Croatia,Silvio Marić,65
1998-07-08,France,Croatia,France,David Trezeguet,68
1998-07-08,France,Croatia,France,Frank Leboeuf,77
1998-07-08,France,Croatia,Croatia,Robert Prosinečki,89
1998-07-11,Netherlands,Croatia,Netherlands,Marc Overmars,46
1998-07-11,Netherlands,Croatia,Netherlands,Pierre van Hooijdonk,58
1998-07-11,Netherlands,Croatia,Croatia,Goran Vlaović,79
1998-07-11,Netherlands,Croatia,Croatia,Igor Tudor,86
1998-07-12,Brazil,France,Brazil,not applicable Denílson,46
1998-07-12,Brazil,France,France,Alain Boghossian,57
1998-07-12,Brazil,France,France,Christophe Dugarry,66
1998-07-12,Brazil,France,Brazil,not applicable Edmundo,73
1998-07-12,Brazil,France,France,Patrick Vieira,74
2002-05-31,France,Senegal,France,Christophe Dugarry,60
2002-05-31,France,Senegal,France,Djibril Cissé,81
2002-06-01,Republic of Ireland,Cameroon,Republic of Ireland,Steve Finnan,46
2002-06-01,Republic of Ireland,Cameroon,Cameroon,Patrick Suffo,69
2002-06-01,Republic of Ireland,Cameroon,Republic of Ireland,Steven Reid,77
2002-06-01,Uruguay,Denmark,Denmark,Niclas Jensen,58
2002-06-01,Uruguay,Denmark,Denmark,Martin Jørgensen,70
2002-06-01,Uruguay,Denmark,Uruguay,Mario Regueiro,80
2002-06-01,Uruguay,Denmark,Uruguay,Federico Magallanes,87
2002-06-01,Uruguay,Denmark,Uruguay,Richard Morales,88
2002-06-01,Uruguay,Denmark,Denmark,Christian Poulsen,89
2002-06-01,Germany,Saudi Arabia,Germany,Jens Jeremies,46
2002-06-01,Germany,Saudi Arabia,Saudi Arabia,Ibrahim Al-Shahrani,46
2002-06-01,Germany,Saudi Arabia,Saudi Arabia,Abdulaziz Al-Khathran,46
2002-06-01,Germany,Saudi Arabia,Germany,Oliver Bierhoff,67
2002-06-01,Germany,Saudi Arabia,Germany,Oliver Neuville,76
2002-06-01,Germany,Saudi Arabia,Saudi Arabia,Abdullah Al-Jumaan,77
2002-06-02,Argentina,Nigeria,Argentina,Kily González,46
2002-06-02,Argentina,Nigeria,Nigeria,Pius Ikedia,48
2002-06-02,Argentina,Nigeria,Nigeria,Justice Christopher,73
2002-06-02,Argentina,Nigeria,Argentina,Pablo Aimar,78
2002-06-02,Argentina,Nigeria,Argentina,Hernán Crespo,81
2002-06-02,Paraguay,South Africa,South Africa,MacDonald Mukansi,27
2002-06-02,Paraguay,South Africa,Paraguay,Diego Gavilán,66
2002-06-02,Paraguay,South Africa,Paraguay,Gustavo Morínigo,73
2002-06-02,Paraguay,South Africa,South Africa,George Koumantarakis,78
2002-06-02,Paraguay,South Africa,Paraguay,Juan Carlos Franco,86
2002-06-02,England,Sweden,Sweden,Anders Svensson,56
2002-06-02,England,Sweden,England,Kieron Dyer,63
2002-06-02,England,Sweden,England,Joe Cole,74
2002-06-02,England,Sweden,Sweden,Andreas Andersson,80
2002-06-02,Spain,Slovenia,Slovenia,Sebastjan Cimirotič,57
2002-06-02,Spain,Slovenia,Slovenia,Milenko Ačimovič,63
2002-06-02,Spain,Slovenia,Spain,Fernando Morientes,67
2002-06-02,Spain,Slovenia,Spain,Iván Helguera,74
2002-06-02,Spain,Slovenia,Slovenia,Saša Gajser,77
2002-06-02,Spain,Slovenia,Spain,Enrique Romero,82
2002-06-03,Croatia,Mexico,Croatia,Milan Rapaić,46
2002-06-03,Croatia,Mexico,Croatia,Daniel Šarić,64
2002-06-03,Croatia,Mexico,Croatia,Mario Stanić,67
2002-06-03,Croatia,Mexico,Mexico,Luis Hernández,68
2002-06-03,Croatia,Mexico,Mexico,Francisco Palencia,79
2002-06-03,Brazil,Turkey,Turkey,İlhan Mansız,66
2002-06-03,Brazil,Turkey,Turkey,Ümit Davala,66
2002-06-03,Brazil,Turkey,Brazil,not applicable Denílson,67
2002-06-03,Brazil,Turkey,Brazil,not applicable Vampeta,72
2002-06-03,Brazil,Turkey,Brazil,not applicable Luizão,73
2002-06-03,Brazil,Turkey,Turkey,Arif Erdem,88
2002-06-03,Italy,Ecuador,Ecuador,Carlos Tenorio,46
2002-06-03,Italy,Ecuador,Ecuador,Marlon Ayoví,59
2002-06-03,Italy,Ecuador,Italy,Angelo Di Livio,64
2002-06-03,Italy,Ecuador,Italy,Gennaro Gattuso,69
2002-06-03,Italy,Ecuador,Italy,Alessandro Del Piero,74
2002-06-03,Italy,Ecuador,Ecuador,Nicolás Asencio,85
2002-06-04,China,Costa Rica,China,Bo Qu,26
2002-06-04,China,Costa Rica,Costa Rica,Hernán Medford,57
2002-06-04,China,Costa Rica,China,Maozhen Su,66
2002-06-04,China,Costa Rica,Costa Rica,Steven Bryce,70
2002-06-04,China,Costa Rica,China,Genwei Yu,74
2002-06-04,China,Costa Rica,Costa Rica,Wílmer López,80
2002-06-04,Japan,Belgium,Japan,Alessandro Santos,64
2002-06-04,Japan,Belgium,Japan,Hiroaki Morishima,68
2002-06-04,Japan,Belgium,Belgium,Wesley Sonck,68
2002-06-04,Japan,Belgium,Japan,Tsuneyasu Miyamoto,71
2002-06-04,Japan,Belgium,Belgium,Branko Strupar,83
2002-06-04,South Korea,Poland,Poland,Paweł Kryszałowicz,46
2002-06-04,South Korea,Poland,South Korea,Jung-hwan Ahn,50
2002-06-04,South Korea,Poland,Poland,Tomasz Kłos,50
2002-06-04,South Korea,Poland,South Korea,Chun-soo Lee,61
2002-06-04,South Korea,Poland,Poland,Marcin Żewłakow,64
2002-06-04,South Korea,Poland,South Korea,Du-ri Cha,89
2002-06-05,Russia,Tunisia,Russia,Dmitri Khokhlov,46
2002-06-05,Russia,Tunisia,Russia,Dmitri Sychev,55
2002-06-05,Russia,Tunisia,Tunisia,Zoubeir Baya,67
2002-06-05,Russia,Tunisia,Tunisia,Imed Mhedhebi,67
2002-06-05,Russia,Tunisia,Russia,Dmitri Alenichev,78
2002-06-05,Russia,Tunisia,Tunisia,Ali Zitouni,84
2002-06-05,United States,Portugal,United States,Cobi Jones,46
2002-06-05,United States,Portugal,Portugal,Paulo Bento,69
2002-06-05,United States,Portugal,Portugal,Jorge Andrade,74
2002-06-05,United States,Portugal,United States,Joe-Max Moore,75
2002-06-05,United States,Portugal,United States,Carlos Llamosa,80
2002-06-05,United States,Portugal,Portugal,Nuno Gomes,80
2002-06-05,Germany,Republic of Ireland,Republic of Ireland,Niall Quinn,73
2002-06-05,Germany,Republic of Ireland,Republic of Ireland,Steven Reid,73
2002-06-05,Germany,Republic of Ireland,Germany,Oliver Bierhoff,75
2002-06-05,Germany,Republic of Ireland,Germany,Marco Bode,85
2002-06-05,Germany,Republic of Ireland,Republic of Ireland,Kenny Cunningham,87
2002-06-05,Germany,Republic of Ireland,Germany,Jens Jeremies,89
2002-06-06,Denmark,Senegal,Senegal,Henri Camara,46
2002-06-06,Denmark,Senegal,Senegal,Souleymane Camara,46
2002-06-06,Denmark,Senegal,Denmark,Martin Jørgensen,50
2002-06-06,Denmark,Senegal,Denmark,Christian Poulsen,62
2002-06-06,Denmark,Senegal,Senegal,Habib Beye,83
2002-06-06,Denmark,Senegal,Denmark,Peter Løvenkrands,89
2002-06-06,Cameroon,Saudi Arabia,Saudi Arabia,Al Hasan Al-Yami,35
2002-06-06,Cameroon,Saudi Arabia,Cameroon,Salomon Olembé,46
2002-06-06,Cameroon,Saudi Arabia,Saudi Arabia,Abdullah Al-Jumaan,72
2002-06-06,Cameroon,Saudi Arabia,Cameroon,Pius Ndiefi,74
2002-06-06,Cameroon,Saudi Arabia,Cameroon,Pierre Njanka,84
2002-06-06,Cameroon,Saudi Arabia,Saudi Arabia,Mohammed Noor,86
2002-06-06,France,Uruguay,France,Vincent Candela,16
2002-06-06,France,Uruguay,Uruguay,Federico Magallanes,60
2002-06-06,France,Uruguay,Uruguay,Gonzalo de los Santos,71
2002-06-06,France,Uruguay,Uruguay,Gianni Guigou,73
2002-06-06,France,Uruguay,France,Djibril Cissé,81
2002-06-06,France,Uruguay,France,Christophe Dugarry,93
2002-06-07,Sweden,Nigeria,Sweden,Andreas Andersson,64
2002-06-07,Sweden,Nigeria,Nigeria,Nwankwo Kanu,65
2002-06-07,Sweden,Nigeria,Nigeria,Pius Ikedia,70
2002-06-07,Sweden,Nigeria,Sweden,Magnus Svensson,83
2002-06-07,Spain,Paraguay,Spain,Iván Helguera,46
2002-06-07,Spain,Paraguay,Spain,Fernando Morientes,46
2002-06-07,Spain,Paraguay,Paraguay,Jorge Luis Campos,63
2002-06-07,Spain,Paraguay,Paraguay,Estanislao Struway,78
2002-06-07,Spain,Paraguay,Spain,not applicable Xavi,85
2002-06-07,Argentina,England,England,Trevor Sinclair,19
2002-06-07,Argentina,England,Argentina,Pablo Aimar,46
2002-06-07,Argentina,England,England,Teddy Sheringham,54
2002-06-07,Argentina,England,Argentina,Hernán Crespo,60
2002-06-07,Argentina,England,Argentina,Claudio López,64
2002-06-07,Argentina,England,England,Wayne Bridge,80
2002-06-08,South Africa,Slovenia,Slovenia,Milan Osterc,41
2002-06-08,South Africa,Slovenia,Slovenia,Nastja Čeh,60
2002-06-08,South Africa,Slovenia,Slovenia,Spasoje Bulajič,60
2002-06-08,South Africa,Slovenia,South Africa,Delron Buckley,71
2002-06-08,South Africa,Slovenia,South Africa,George Koumantarakis,80
2002-06-08,South Africa,Slovenia,South Africa,Jabu Pule,84
2002-06-08,Italy,Croatia,Italy,Marco Materazzi,24
2002-06-08,Italy,Croatia,Croatia,Ivica Olić,57
2002-06-08,Italy,Croatia,Croatia,Jurica Vranješ,62
2002-06-08,Italy,Croatia,Italy,Filippo Inzaghi,79
2002-06-08,Italy,Croatia,Croatia,Dario Šimić,79
2002-06-08,Brazil,China,Brazil,not applicable Denílson,46
2002-06-08,Brazil,China,China,Pu Yang,62
2002-06-08,Brazil,China,China,Jiayi Shao,66
2002-06-08,Brazil,China,Brazil,not applicable Ricardinho,70
2002-06-08,Brazil,China,Brazil,not applicable Edílson,72
2002-06-08,Brazil,China,China,Bo Qu,75
2002-06-09,Mexico,Ecuador,Ecuador,Marlon Ayoví,35
2002-06-09,Mexico,Ecuador,Ecuador,Carlos Tenorio,53
2002-06-09,Mexico,Ecuador,Ecuador,Álex Aguinaga,58
2002-06-09,Mexico,Ecuador,Mexico,Luis Hernández,77
2002-06-09,Mexico,Ecuador,Mexico,Gabriel Caballero,87
2002-06-09,Mexico,Ecuador,Mexico,Sigifredo Mercado,93
2002-06-09,Costa Rica,Turkey,Costa Rica,Hernán Medford,66
2002-06-09,Costa Rica,Turkey,Turkey,İlhan Mansız,75
2002-06-09,Costa Rica,Turkey,Costa Rica,Winston Parks,77
2002-06-09,Costa Rica,Turkey,Costa Rica,Steven Bryce,77
2002-06-09,Costa Rica,Turkey,Turkey,Nihat Kahveci,79
2002-06-09,Costa Rica,Turkey,Turkey,Arif Erdem,88
2002-06-09,Japan,Russia,Russia,Dmitri Sychev,46
2002-06-09,Japan,Russia,Russia,Dmitri Khokhlov,52
2002-06-09,Japan,Russia,Russia,Vladimir Beschastnykh,57
2002-06-09,Japan,Russia,Japan,Masashi Nakayama,72
2002-06-09,Japan,Russia,Japan,Toshihiro Hattori,75
2002-06-09,Japan,Russia,Japan,Takashi Fukunishi,85
2002-06-10,South Korea,United States,South Korea,Chun-soo Lee,38
2002-06-10,South Korea,United States,South Korea,Jung-hwan Ahn,56
2002-06-10,South Korea,United States,South Korea,Yong-soo Choi,69
2002-06-10,South Korea,United States,United States,Eddie Lewis,75
2002-06-10,South Korea,United States,United States,Josh Wolff,82
2002-06-10,Tunisia,Belgium,Belgium,Wesley Sonck,46
2002-06-10,Tunisia,Belgium,Belgium,Sven Vermant,46
2002-06-10,Tunisia,Belgium,Tunisia,Adel Sellimi,67
2002-06-10,Tunisia,Belgium,Belgium,Mbo Mpenza,74
2002-06-10,Tunisia,Belgium,Tunisia,Ali Zitouni,77
2002-06-10,Tunisia,Belgium,Tunisia,Zoubeir Baya,88
2002-06-10,Portugal,Poland,Poland,Arkadiusz Bąk,16
2002-06-10,Portugal,Poland,Poland,Marcin Żewłakow,56
2002-06-10,Portugal,Poland,Portugal,Rui Costa,60
2002-06-10,Portugal,Poland,Portugal,not applicable Beto,63
2002-06-10,Portugal,Poland,Portugal,not applicable Capucho,69
2002-06-10,Portugal,Poland,Poland,Tomasz Rząsa,71
2002-06-11,Denmark,France,Denmark,Jesper Grønkjær,46
2002-06-11,Denmark,France,France,Djibril Cissé,54
2002-06-11,Denmark,France,France,Johan Micoud,71
2002-06-11,Denmark,France,Denmark,Kasper Bøgelund,76
2002-06-11,Denmark,France,Denmark,Brian Steen Nielsen,79
2002-06-11,Denmark,France,France,Youri Djorkaeff,83
2002-06-11,Senegal,Uruguay,Uruguay,Mario Regueiro,32
2002-06-11,Senegal,Uruguay,Uruguay,Richard Morales,46
2002-06-11,Senegal,Uruguay,Uruguay,Diego Forlán,46
2002-06-11,Senegal,Uruguay,Senegal,Habib Beye,63
2002-06-11,Senegal,Uruguay,Senegal,Moussa N'Diaye,67
2002-06-11,Senegal,Uruguay,Senegal,Amdy Faye,76
2002-06-11,Cameroon,Germany,Germany,Marco Bode,46
2002-06-11,Cameroon,Germany,Cameroon,Patrick Suffo,53
2002-06-11,Cameroon,Germany,Cameroon,Daniel Kome,64
2002-06-11,Cameroon,Germany,Cameroon,Joseph-Désiré Job,80
2002-06-11,Cameroon,Germany,Germany,Jens Jeremies,80
2002-06-11,Cameroon,Germany,Germany,Oliver Neuville,84
2002-06-11,Saudi Arabia,Republic of Ireland,Republic of Ireland,Niall Quinn,46
2002-06-11,Saudi Arabia,Republic of Ireland,Saudi Arabia,Mohammad Al-Shalhoub,67
2002-06-11,Saudi Arabia,Republic of Ireland,Saudi Arabia,Abdullah Al-Jumaan,68
2002-06-11,Saudi Arabia,Republic of Ireland,Saudi Arabia,Ahmed Al-Dokhi,79
2002-06-11,Saudi Arabia,Republic of Ireland,Republic of Ireland,Jason McAteer,80
2002-06-11,Saudi Arabia,Republic of Ireland,Republic of Ireland,Lee Carsley,89
2002-06-12,Nigeria,England,England,Teddy Sheringham,69
2002-06-12,Nigeria,England,England,Darius Vassell,77
2002-06-12,Nigeria,England,England,Wayne Bridge,85
2002-06-12,Nigeria,England,Nigeria,Pius Ikedia,86
2002-06-12,Sweden,Argentina,Sweden,Andreas Andersson,46
2002-06-12,Sweden,Argentina,Argentina,Hernán Crespo,58
2002-06-12,Sweden,Argentina,Argentina,Juan Sebastián Verón,63
2002-06-12,Sweden,Argentina,Argentina,Kily González,63
2002-06-12,Sweden,Argentina,Sweden,Mattias Jonson,68
2002-06-12,Sweden,Argentina,Sweden,Zlatan Ibrahimović,88
2002-06-12,Slovenia,Paraguay,Slovenia,Mladen Rudonja,40
2002-06-12,Slovenia,Paraguay,Paraguay,Jorge Luis Campos,53
2002-06-12,Slovenia,Paraguay,Paraguay,Nelson Cuevas,61
2002-06-12,Slovenia,Paraguay,Slovenia,Nastja Čeh,62
2002-06-12,Slovenia,Paraguay,Slovenia,Senad Tiganj,77
2002-06-12,Slovenia,Paraguay,Paraguay,Juan Carlos Franco,92
2002-06-12,South Africa,Spain,Spain,not applicable Sergio,53
2002-06-12,South Africa,Spain,South Africa,George Koumantarakis,74
2002-06-12,South Africa,Spain,Spain,Albert Luque,77
2002-06-12,South Africa,Spain,South Africa,Thabang Molefe,80
2002-06-12,South Africa,Spain,Spain,Luis Enrique,82
2002-06-12,South Africa,Spain,South Africa,Jacob Lekgetho,83
2002-06-13,Costa Rica,Brazil,Costa Rica,Steven Bryce,46
2002-06-13,Costa Rica,Brazil,Brazil,not applicable Kléberson,57
2002-06-13,Costa Rica,Brazil,Brazil,not applicable Ricardinho,61
2002-06-13,Costa Rica,Brazil,Costa Rica,Rolando Fonseca,65
2002-06-13,Costa Rica,Brazil,Brazil,not applicable Kaká,72
2002-06-13,Costa Rica,Brazil,Costa Rica,Winston Parks,74
2002-06-13,Turkey,China,Turkey,Ömer Çatkıç,35
2002-06-13,Turkey,China,China,Jiayi Shao,46
2002-06-13,Turkey,China,Turkey,İlhan Mansız,70
2002-06-13,Turkey,China,China,Genwei Yu,73
2002-06-13,Turkey,China,China,Bo Qu,73
2002-06-13,Turkey,China,Turkey,Tayfur Havutçu,84
2002-06-13,Ecuador,Croatia,Ecuador,Álex Aguinaga,40
2002-06-13,Ecuador,Croatia,Croatia,Davor Vugrinec,52
2002-06-13,Ecuador,Croatia,Croatia,Jurica Vranješ,59
2002-06-13,Ecuador,Croatia,Croatia,Mario Stanić,68
2002-06-13,Ecuador,Croatia,Ecuador,Iván Kaviedes,76
2002-06-13,Mexico,Italy,Italy,Vincenzo Montella,55
2002-06-13,Mexico,Italy,Italy,Francesco Coco,63
2002-06-13,Mexico,Italy,Mexico,Rafael García,76
2002-06-13,Mexico,Italy,Mexico,Gabriel Caballero,76
2002-06-13,Mexico,Italy,Italy,Alessandro Del Piero,78
2002-06-13,Mexico,Italy,Mexico,Francisco Palencia,80
2002-06-14,Belgium,Russia,Russia,Dmitri Sychev,34
2002-06-14,Belgium,Russia,Russia,Dmitri Sennikov,43
2002-06-14,Belgium,Russia,Belgium,Wesley Sonck,70
2002-06-14,Belgium,Russia,Belgium,Timmy Simons,78
2002-06-14,Belgium,Russia,Russia,Aleksandr Kerzhakov,82
2002-06-14,Belgium,Russia,Belgium,Eric Van Meir,92
2002-06-14,Tunisia,Japan,Tunisia,Zoubeir Baya,46
2002-06-14,Tunisia,Japan,Japan,Hiroaki Morishima,46
2002-06-14,Tunisia,Japan,Japan,Daisuke Ichikawa,46
2002-06-14,Tunisia,Japan,Tunisia,Imed Mhedhebi,61
2002-06-14,Tunisia,Japan,Tunisia,Ali Zitouni,78
2002-06-14,Tunisia,Japan,Japan,Mitsuo Ogasawara,84
2002-06-14,Poland,United States,United States,DaMarcus Beasley,36
2002-06-14,Poland,United States,United States,Joe-Max Moore,58
2002-06-14,Poland,United States,Poland,Marcin Żewłakow,65
2002-06-14,Poland,United States,United States,Cobi Jones,68
2002-06-14,Poland,United States,Poland,Paweł Sibik,87
2002-06-14,Poland,United States,Poland,Tomasz Wałdoch,89
2002-06-14,Portugal,South Korea,Portugal,Jorge Andrade,69
2002-06-14,Portugal,South Korea,Portugal,Abel Xavier,73
2002-06-14,Portugal,South Korea,Portugal,Nuno Gomes,77
2002-06-14,Portugal,South Korea,South Korea,Chun-soo Lee,93
2002-06-15,Germany,Paraguay,Paraguay,Jorge Luis Campos,29
2002-06-15,Germany,Paraguay,Germany,Sebastian Kehl,46
2002-06-15,Germany,Paraguay,Germany,Frank Baumann,60
2002-06-15,Germany,Paraguay,Paraguay,Diego Gavilán,84
2002-06-15,Germany,Paraguay,Paraguay,Nelson Cuevas,91
2002-06-15,Germany,Paraguay,Germany,Gerald Asamoah,92
2002-06-15,Denmark,England,Denmark,Kasper Bøgelund,7
2002-06-15,Denmark,England,England,Robbie Fowler,46
2002-06-15,Denmark,England,England,Kieron Dyer,49
2002-06-15,Denmark,England,Denmark,Claus Jensen,58
2002-06-15,Denmark,England,England,Teddy Sheringham,69
2002-06-16,Sweden,Senegal,Sweden,Andreas Andersson,65
2002-06-16,Sweden,Senegal,Senegal,Habib Beye,66
2002-06-16,Sweden,Senegal,Sweden,Zlatan Ibrahimović,76
2002-06-16,Sweden,Senegal,Sweden,Mattias Jonson,99
2002-06-16,Spain,Republic of Ireland,Republic of Ireland,Kenny Cunningham,50
2002-06-16,Spain,Republic of Ireland,Republic of Ireland,Niall Quinn,55
2002-06-16,Spain,Republic of Ireland,Spain,Gaizka Mendieta,66
2002-06-16,Spain,Republic of Ireland,Spain,David Albelda,72
2002-06-16,Spain,Republic of Ireland,Spain,Albert Luque,80
2002-06-16,Spain,Republic of Ireland,Republic of Ireland,David Connolly,82
2002-06-17,Mexico,United States,Mexico,Luis Hernández,28
2002-06-17,Mexico,United States,Mexico,Sigifredo Mercado,46
2002-06-17,Mexico,United States,United States,Earnie Stewart,59
2002-06-17,Mexico,United States,Mexico,Alberto García Aspe,78
2002-06-17,Mexico,United States,United States,Cobi Jones,79
2002-06-17,Mexico,United States,United States,Carlos Llamosa,90
2002-06-17,Brazil,Belgium,Brazil,not applicable Denílson,57
2002-06-17,Brazil,Belgium,Belgium,Wesley Sonck,72
2002-06-17,Brazil,Belgium,Brazil,not applicable Kléberson,81
2002-06-17,Brazil,Belgium,Brazil,not applicable Ricardinho,90
2002-06-18,Japan,Turkey,Japan,Takayuki Suzuki,46
2002-06-18,Japan,Turkey,Japan,Daisuke Ichikawa,46
2002-06-18,Japan,Turkey,Turkey,Nihat Kahveci,74
2002-06-18,Japan,Turkey,Turkey,Tayfur Havutçu,85
2002-06-18,Japan,Turkey,Japan,Hiroaki Morishima,86
2002-06-18,Japan,Turkey,Turkey,İlhan Mansız,90
2002-06-18,South Korea,Italy,Italy,Gennaro Gattuso,61
2002-06-18,South Korea,Italy,South Korea,Sun-hong Hwang,63
2002-06-18,South Korea,Italy,South Korea,Chun-soo Lee,68
2002-06-18,South Korea,Italy,Italy,Angelo Di Livio,72
2002-06-18,South Korea,Italy,South Korea,Du-ri Cha,83
2002-06-21,England,Brazil,England,Kieron Dyer,56
2002-06-21,England,Brazil,Brazil,not applicable Edílson,70
2002-06-21,England,Brazil,England,Darius Vassell,79
2002-06-21,England,Brazil,England,Teddy Sheringham,80
2002-06-21,Germany,United States,United States,Clint Mathis,58
2002-06-21,Germany,United States,Germany,Jens Jeremies,60
2002-06-21,Germany,United States,United States,Cobi Jones,65
2002-06-21,Germany,United States,Germany,Marco Bode,80
2002-06-21,Germany,United States,United States,Earnie Stewart,80
2002-06-21,Germany,United States,Germany,Oliver Bierhoff,88
2002-06-22,Spain,South Korea,South Korea,Eul-yong Lee,32
2002-06-22,Spain,South Korea,South Korea,Chun-soo Lee,60
2002-06-22,Spain,South Korea,Spain,Gaizka Mendieta,70
2002-06-22,Spain,South Korea,Spain,Luis Enrique,80
2002-06-22,Spain,South Korea,South Korea,Sun-hong Hwang,90
2002-06-22,Spain,South Korea,Spain,not applicable Xavi,93
2002-06-22,Senegal,Turkey,Turkey,İlhan Mansız,67
2002-06-22,Senegal,Turkey,Turkey,Arif Erdem,91
2002-06-25,Germany,South Korea,South Korea,Jung-hwan Ahn,54
2002-06-25,Germany,South Korea,South Korea,Min-sung Lee,56
2002-06-25,Germany,South Korea,Germany,Oliver Bierhoff,70
2002-06-25,Germany,South Korea,South Korea,Ki-hyeon Seol,80
2002-06-25,Germany,South Korea,Germany,Jens Jeremies,85
2002-06-25,Germany,South Korea,Germany,Gerald Asamoah,88
2002-06-26,Brazil,Turkey,Turkey,İlhan Mansız,62
2002-06-26,Brazil,Turkey,Brazil,not applicable Luizão,68
2002-06-26,Brazil,Turkey,Turkey,Muzzy Izzet,74
2002-06-26,Brazil,Turkey,Brazil,not applicable Denílson,75
2002-06-26,Brazil,Turkey,Brazil,Juliano Belletti,85
2002-06-26,Brazil,Turkey,Turkey,Arif Erdem,88
2002-06-29,South Korea,Turkey,Turkey,Hakan Ünsal,41
2002-06-29,South Korea,Turkey,South Korea,Tae-young Kim,46
2002-06-29,South Korea,Turkey,South Korea,Du-ri Cha,65
2002-06-29,South Korea,Turkey,Turkey,Okan Buruk,76
2002-06-29,South Korea,Turkey,South Korea,Tae-uk Choi,79
