iter	Logloss
236	0.4149143237
237	0.414765912
238	0.4145166437
239	0.4142676199
240	0.4139554288
241	0.4137345518
242	0.4135866813
243	0.4133578494
244	0.4132268386
245	0.4130054894
246	0.4126283964
247	0.4125760418
248	0.4124316308
249	0.4122659543
250	0.4119078388
251	0.4118332353
252	0.4115749348
253	0.4114875284
254	0.4114458209
255	0.4113080687
256	0.4112249596
257	0.4111250088
258	0.4107904404
259	0.4106113446
260	0.4103672903
261	0.4101424571
262	0.4098954314
263	0.4098045594
264	0.4096284116
265	0.4095103458
266	0.4092531286
267	0.4089575828
268	0.408870326
269	0.4086903043
270	0.4082990855
271	0.408217738
272	0.4081471541
273	0.4080948556
274	0.4079471488
275	0.4078843804
276	0.4076037854
277	0.4075438469
278	0.4074869167
279	0.4071205996
280	0.4068258074
281	0.4067209426
282	0.4065803061
283	0.4065337614
284	0.4063449964
285	0.4060237341
286	0.4059394187
287	0.4056339113
288	0.4053153542
289	0.4050445897
290	0.4047437744
291	0.4044982495
292	0.4041030465
293	0.4039358527
294	0.403841333
295	0.4035983681
296	0.4034356283
297	0.4033153683
298	0.4031939414
299	0.4029751443
300	0.4026449644
301	0.402516608
302	0.4024811726
303	0.4021789955
304	0.4017488047
305	0.4016962617
306	0.4016082786
307	0.4012929057
308	0.4009879852
309	0.4006838272
310	0.4005130331
311	0.400320026
312	0.4000543698
313	0.3997457777
314	0.3993439481
315	0.3992050997
316	0.3991194179
317	0.3990024148
318	0.3988289985
319	0.3984859406
320	0.3984028276
321	0.3981977452
322	0.3980761413
323	0.3976805034
324	0.3974589213
325	0.3973635976
326	0.3972538291
327	0.3972098224
328	0.3968530501
329	0.3965361689
330	0.3959340624
331	0.395843384
332	0.3957277904
333	0.3953922761
334	0.3951228297
335	0.3949144974
336	0.3945300068
337	0.3943715807
338	0.3942377364
339	0.3940991896
340	0.3939688595
341	0.3937377813
342	0.3935088627
343	0.3932537764
344	0.3928597674
345	0.3926275356
346	0.3924514006
347	0.3919749768
348	0.3918518919
349	0.391583182
350	0.391536137
351	0.3913063226
352	0.3912750442
353	0.3908814949
354	0.390696423
355	0.390436829
356	0.3901098435
357	0.389888842
358	0.3896859004
359	0.3892611997
360	0.3890311323
361	0.3889841845
362	0.3889388649
363	0.3888970506
364	0.3884833937
365	0.3880999594
366	0.3878464713
367	0.3878174186
368	0.3875015352
369	0.3871552157
370	0.3868253051
371	0.3867591806
372	0.3866165547
373	0.3865842372
374	0.3863534744
375	0.3860243181
376	0.3858284212
377	0.3853745736
378	0.3851054352
379	0.3849297055
380	0.3846042053
381	0.3843808248
382	0.3841292561
383	0.3838125764
384	0.3834033206
385	0.3830314071
386	0.3829606639
387	0.3826417915
388	0.3825791179
389	0.3825381383
390	0.382300853
391	0.3820710881
392	0.3818786726
393	0.3816160848
394	0.3815867714
395	0.3814530411
396	0.3812679107
397	0.3811266158
398	0.3809640268
399	0.3809265038
400	0.3808921231
401	0.3807375417
402	0.3804660203
403	0.3801910027
404	0.3798856539
405	0.3797409204
406	0.3795748332
407	0.3790255546
408	0.3788501139
409	0.378564549
410	0.3785425132
411	0.3784279035
412	0.3782558873
413	0.378006148
414	0.3775575126
415	0.3773299243
416	0.3770332033
417	0.3767536788
418	0.3763799714
419	0.376189847
420	0.375768714
421	0.3755834247
422	0.3755087828
423	0.3754331313
424	0.3752330224
425	0.3750851649
426	0.3746550043
427	0.3744839789
428	0.3742029793
429	0.3738234356
430	0.3736979426
431	0.3735806618
432	0.3735546123
433	0.3732932246
434	0.3731447099
435	0.3727176974
436	0.3725324388
437	0.3722651078
438	0.3719840778
439	0.3718664241
440	0.3716442881
441	0.3714805509
442	0.371040952
443	0.3709874265
444	0.3708255557
445	0.3707562089
446	0.3704012625
447	0.3701007598
448	0.3700622779
449	0.3698187984
450	0.3694840552
451	0.3692292648
452	0.3690824155
453	0.3688876158
454	0.3684410363
455	0.3682839411
456	0.3680636682
457	0.3677559054
458	0.3675237541
459	0.3673292737
460	0.3671288796
461	0.3668504179
462	0.3664975867
463	0.3662711503
464	0.3662433984
465	0.3660612957
466	0.3658607732
467	0.3656579775
468	0.3654706586
469	0.365315141
470	0.365291516
471	0.3650651269
472	0.3648694081
473	0.3646115932
474	0.3642176495
475	0.3641390598
476	0.3639969966
477	0.3635039396
478	0.3632303295
479	0.3631672926
480	0.3629078445
481	0.3626348155
482	0.3625600344
483	0.3623318628
484	0.3620205681
485	0.3619919058
486	0.3616331362
487	0.3614679204
488	0.3612493281
489	0.3611492275
490	0.3610613022
491	0.3607372968
492	0.360547988
493	0.3603804062
494	0.3599853076
495	0.3594926365
496	0.3591272121
497	0.3589594701
498	0.3587480028
499	0.3584996848
500	0.3583082215
501	0.3582918952
502	0.3579178415
503	0.3577608816
504	0.357532356
505	0.3571496368
506	0.3568874838
507	0.3567763049
508	0.3567258339
509	0.3567053859
510	0.3563649765
511	0.356251766
512	0.3560360212
513	0.3558091944
514	0.3556669303
515	0.3553913088
516	0.3553729668
517	0.3551441881
518	0.3548425656
519	0.3546927015
520	0.3543978632
521	0.3543032667
522	0.3540173869
523	0.3539245379
524	0.3535381098
525	0.3532365022
526	0.3530994344
527	0.3528861749
528	0.3528729389
529	0.3524994866
530	0.3522171183
531	0.352065342
532	0.3516058966
533	0.3514375206
534	0.3511866691
535	0.351175253
536	0.3507685104
537	0.3506517228
538	0.3504235401
539	0.3501272008
540	0.3501154374
541	0.3499568465
542	0.3497632309
543	0.3494912339
544	0.349355401
545	0.3493393993
546	0.3491292393
547	0.3491189906
548	0.3489433477
549	0.348778521
550	0.3484882101
551	0.3483192048
552	0.3479107933
553	0.3478983075
554	0.3475185464
555	0.3473627356
556	0.3473523478
557	0.3470391395
558	0.3468370759
559	0.3464072449
560	0.346115031
561	0.3458845406
562	0.3455552191
563	0.3454940514
564	0.3454494229
565	0.3453261827
566	0.3450915449
567	0.3450435839
568	0.3448607422
569	0.3448456388
570	0.3445826718
571	0.3443583363
572	0.3440596781
573	0.3439308268
574	0.3437471041
575	0.343723137
576	0.3436601236
577	0.3432842088
578	0.3430325992
579	0.3427341806
580	0.3424172646
581	0.3421598315
582	0.3418809679
583	0.3417333419
584	0.3414856566
585	0.3411943677
586	0.3409957869
587	0.3408943604
588	0.3406713767
589	0.3402961022
590	0.3400817547
591	0.3398546556
592	0.3396084834
593	0.3392815826
594	0.3392736638
595	0.3392241663
596	0.3389541748
597	0.3386812865
598	0.3383369459
599	0.3383135486
600	0.3380369063
601	0.3379042465
602	0.3375206256
603	0.3372396111
604	0.3371396389
605	0.3370140483
606	0.3367953142
607	0.3365802664
608	0.336346107
609	0.3363372038
610	0.3361401639
611	0.3360161003
612	0.3358230106
613	0.3354516171
614	0.3352643793
615	0.3350838462
616	0.3350762061
617	0.3349439258
618	0.3348005141
619	0.3345231713
620	0.3342420226
621	0.33379117
622	0.3335452318
623	0.33324731
624	0.3329312025
625	0.3326894339
626	0.3326321208
627	0.3323600331
628	0.3319773138
629	0.3318738002
630	0.3316996425
631	0.3315316497
632	0.3312223289
633	0.3309955326
634	0.3306234805
635	0.3302639605
636	0.3300973692
637	0.3298250116
638	0.3298109114
639	0.3297080952
640	0.329577722
641	0.3294663135
642	0.3292187404
643	0.3290632204
644	0.3289481124
645	0.3286380487
646	0.3284458946
647	0.3282637854
648	0.328102166
649	0.3278618553
650	0.3276432013
651	0.3274009877
652	0.3273596761
653	0.3272223484
654	0.3270159155
655	0.3269235736
656	0.3268082256
657	0.3264244642
658	0.3264165106
659	0.3261155395
660	0.3260087813
661	0.325863488
662	0.3256442397
663	0.3255321173
664	0.3253731624
665	0.325090584
666	0.3247061882
667	0.3246963557
668	0.3246844316
669	0.3245729253
670	0.3244245291
671	0.3240290663
672	0.3238659168
673	0.3236599159
674	0.3232890983
675	0.323103129
676	0.3229138252
677	0.3225991903
678	0.3221805165
679	0.3217876624
680	0.3215909889
681	0.3214761043
682	0.3212854292
683	0.3210981097
684	0.3210783185
685	0.3209028947
686	0.3206705332
687	0.3204116349
688	0.3204017322
689	0.3202844212
690	0.3201131542
691	0.3199432631
692	0.3198009089
693	0.3195336887
694	0.3195195664
695	0.3192655985
696	0.3191645896
697	0.3188218915
698	0.318674179
699	0.3184372796
700	0.3182229246
701	0.3180048449
702	0.317962688
703	0.3176665255
704	0.3173856168
705	0.3171528674
706	0.3169658086
707	0.3168087303
708	0.3165756705
709	0.3163976575
710	0.3162007487
711	0.3160096271
712	0.3156738608
713	0.3156345743
714	0.3156203176
715	0.3152996126
716	0.3152455024
717	0.3149629381
718	0.3149319808
719	0.3146665614
720	0.3145615457
721	0.3144258177
722	0.3141114817
723	0.3140827226
724	0.3138108861
725	0.3136204096
726	0.3134144545
727	0.3132778101
728	0.3129524428
729	0.3129418911
730	0.3127527603
731	0.3123864438
732	0.3122940698
733	0.3121888996
734	0.3118734708
735	0.3117889875
736	0.311664256
737	0.3114046958
738	0.3110671578
739	0.3108815693
740	0.3107119536
741	0.3103996258
742	0.3101997809
743	0.3100543432
744	0.3099110629
745	0.3097341874
746	0.3095527865
747	0.3092714768
748	0.3091448988
749	0.308805963
750	0.3087201863
751	0.3085954867
752	0.3085447995
753	0.3083482796
754	0.308042174
755	0.3080038057
756	0.3078273037
757	0.307801354
758	0.3075775306
759	0.3072936369
760	0.3071483566
761	0.3069869944
762	0.3065803684
763	0.3063082335
764	0.3060955615
765	0.3057968566
766	0.3056263536
767	0.3055801921
768	0.3053774794
769	0.3051880029
770	0.3048276765
771	0.3045282097
772	0.3042960029
773	0.3042432457
774	0.3039972216
775	0.3039239081
776	0.3036937924
777	0.3034673285
778	0.3031767871
779	0.3029687613
780	0.3029139629
781	0.3026334487
782	0.3026218815
783	0.3022672355
784	0.3021039242
785	0.3017944922
786	0.3015558494
787	0.3015385254
788	0.3012032457
789	0.3010082988
790	0.3008723444
791	0.3007347773
792	0.3006218443
793	0.3004396542
794	0.3002897135
795	0.3000859195
796	0.2998921088
797	0.299638127
798	0.2994833346
799	0.2991345095
800	0.2989119095
801	0.2986765775
802	0.2985637708
803	0.2983799804
804	0.2982153469
805	0.2982034071
806	0.2980773357
807	0.2979498886
808	0.2977057236
809	0.2976945
810	0.2975244527
811	0.2974237313
812	0.2972833325
813	0.2972266797
814	0.297040619
815	0.296756848
816	0.2965335729
817	0.2962774925
818	0.2959775322
819	0.2959459959
820	0.2957842304
821	0.2956894352
822	0.2954240579
823	0.2952718587
824	0.2950627304
825	0.2949508272
826	0.2948797719
827	0.2945651123
828	0.2944156795
829	0.2943309776
830	0.2942106991
831	0.2941299441
832	0.2940758783
833	0.2938929196
834	0.2936017911
835	0.2935927272
836	0.2933197149
837	0.2932313714
838	0.2931182771
839	0.2929485338
840	0.2928118997
841	0.2926682621
842	0.2925516904
843	0.2923471359
844	0.2921670248
845	0.291841388
846	0.2916906859
847	0.291491648
848	0.2912877749
849	0.2911603179
850	0.2908598101
851	0.2907055921
852	0.2906117889
853	0.2904421124
854	0.2903322281
855	0.2901680759
856	0.2900161231
857	0.2898982226
858	0.2898491646
859	0.2895013743
860	0.2892828321
861	0.2892291089
862	0.2892167105
863	0.2889660608
864	0.2889353605
865	0.2888458946
866	0.2887748526
867	0.288769333
868	0.2885664786
869	0.28842393
870	0.2883668168
871	0.2880571863
872	0.2878616272
873	0.2877709974
874	0.2877505724
875	0.287510022
876	0.2872178233
877	0.287204705
878	0.2871318676
879	0.286974305
880	0.2866885213
881	0.2865252303
882	0.2864228356
883	0.2862880852
884	0.2860887275
885	0.2860146913
886	0.2858895295
887	0.2856821314
888	0.2855308532
889	0.2853284656
890	0.2852937928
891	0.2852814845
892	0.2851595232
893	0.2851471518
894	0.2849514336
895	0.2847495203
896	0.2845104584
897	0.2844063672
898	0.2843965267
899	0.284252905
900	0.2841607754
901	0.2840371176
902	0.2837375316
903	0.2835985187
904	0.2835340564
905	0.2833869635
906	0.2832607735
907	0.2830694393
908	0.283010997
909	0.282891891
910	0.2825625948
911	0.282461988
912	0.2823599569
913	0.2823412905
914	0.282312954
915	0.2821158123
916	0.2818263785
917	0.2816653015
918	0.281575408
919	0.2813136204
920	0.2811883628
921	0.2810186265
922	0.2809184481
923	0.2809056045
924	0.2807972412
925	0.2805594779
926	0.2805099453
927	0.2802029114
928	0.2799342973
929	0.2799138077
930	0.2798913734
931	0.279780104
932	0.2796804335
933	0.2796533839
934	0.2795699249
935	0.279393113
936	0.2791911324
937	0.2790085215
938	0.2788874603
939	0.2786388477
940	0.2784170698
941	0.278204164
942	0.2779299161
943	0.2778376683
944	0.2778278843
945	0.277526606
946	0.2774036817
947	0.2772517678
948	0.2772155114
949	0.2770356427
950	0.2767817242
951	0.2767137049
952	0.2764639525
953	0.2761331273
954	0.2758388114
955	0.2756571021
956	0.2755235754
957	0.2753540339
958	0.2751704446
959	0.2750007897
960	0.2748394896
961	0.2748167935
962	0.2745900877
963	0.2744390391
964	0.274246061
965	0.2740788838
966	0.2739100548
967	0.2737963968
968	0.2737211506
969	0.2736808455
970	0.2735965539
971	0.2733308671
972	0.273068356
973	0.2730448403
974	0.2727377021
975	0.2725659709
976	0.272500928
977	0.2723665483
978	0.2722565679
979	0.272124282
980	0.2721201314
981	0.2720308135
982	0.2718193417
983	0.2716886181
984	0.2716515419
985	0.2715189123
986	0.2712410583
987	0.2712215259
988	0.2709164472
989	0.2708301002
990	0.2708095491
991	0.2705137561
992	0.2702265157
993	0.2701068071
994	0.2699271975
995	0.2697384213
996	0.2696485047
997	0.2696398394
998	0.2695429306
999	0.2693945981
