Rk,Player,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches
349,Declan Rice,MF,eng England,25,1999,7,7,690,7.7,0,1,1,0,0,0,0,0,0.4,0.4,0.1,0.5,5,39,14,0.00,0.13,0.13,0.00,0.13,0.05,0.02,0.07,0.05,0.07,Matches
350,Fabian Rieder,MF,ch Switzerland,21,2002,5,3,218,2.4,0,0,0,0,0,0,0,0,0.0,0.0,0.3,0.3,7,10,22,0.00,0.00,0.00,0.00,0.00,0.01,0.12,0.14,0.01,0.14,Matches
351,Andrew Robertson,DF,sct Scotland,29,1994,3,3,268,3.0,0,0,0,0,0,0,0,0,0.0,0.0,0.3,0.3,5,8,7,0.00,0.00,0.00,0.00,0.00,0.00,0.11,0.11,0.00,0.11,Matches
352,Rodri,MF,es Spain,27,1996,6,6,520,5.8,1,0,1,1,0,0,3,0,0.3,0.3,0.3,0.7,16,40,10,0.17,0.00,0.17,0.17,0.17,0.06,0.06,0.12,0.06,0.12,Matches
353,Ricardo Rodríguez,DF,ch Switzerland,31,1992,5,5,480,5.3,0,0,0,0,0,0,1,0,0.1,0.1,0.2,0.2,13,17,13,0.00,0.00,0.00,0.00,0.00,0.01,0.03,0.04,0.01,0.04,Matches
354,Taras Romanchuk,MF,pl Poland,32,1991,1,1,54,0.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
355,Cristiano Ronaldo,FW,pt Portugal,38,1985,5,5,485,5.4,0,1,1,0,0,1,1,0,3.6,2.8,1.2,4.1,3,5,33,0.00,0.19,0.19,0.00,0.19,0.76,0.26,1.03,0.60,0.86,Matches
356,Antonio Rüdiger,DF,de Germany,30,1993,5,5,480,5.3,0,0,0,0,0,0,2,0,0.2,0.2,0.6,0.8,3,35,0,0.00,0.00,0.00,0.00,0.00,0.04,0.11,0.15,0.04,0.15,Matches
357,Fabián Ruiz Peña,MF,es Spain,27,1996,6,6,540,6.0,2,2,4,2,0,0,1,0,1.7,1.7,1.0,2.6,18,48,16,0.33,0.33,0.67,0.33,0.67,0.28,0.16,0.44,0.28,0.44,Matches
358,Adrian Rus,MF,ro Romania,27,1996,2,0,21,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
359,Marcel Sabitzer,"FW,MF",at Austria,29,1994,4,4,360,4.0,1,0,1,1,0,0,0,0,0.9,0.9,0.8,1.6,8,12,37,0.25,0.00,0.25,0.25,0.25,0.22,0.19,0.41,0.22,0.41,Matches
360,Bukayo Saka,"FW,DF",eng England,22,2001,7,7,632,7.0,1,0,1,1,0,0,1,0,0.4,0.4,0.4,0.7,31,25,85,0.14,0.00,0.14,0.14,0.14,0.06,0.06,0.12,0.06,0.12,Matches
361,Bartosz Salamon,DF,pl Poland,32,1991,1,1,85,0.9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.01,0.01,0.01,Matches
362,William Saliba,DF,fr France,22,2001,6,6,570,6.3,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.1,4,15,0,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.02,0.02,0.02,Matches
363,Roland Sallai,MF,hu Hungary,26,1997,3,3,266,3.0,0,1,1,0,0,0,0,0,0.6,0.6,1.0,1.6,12,5,23,0.00,0.34,0.34,0.00,0.34,0.21,0.34,0.55,0.21,0.55,Matches
364,Lazar Samardzic,MF,rs Serbia,21,2002,2,1,54,0.6,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,0,1,2,0.00,0.00,0.00,0.00,0.00,0.13,0.00,0.13,0.13,0.13,Matches
365,Leroy Sané,FW,de Germany,28,1996,5,2,208,2.3,0,0,0,0,0,0,0,0,0.4,0.4,0.1,0.5,5,7,23,0.00,0.00,0.00,0.00,0.00,0.18,0.04,0.23,0.18,0.23,Matches
366,Leo Sauer,FW,sk Slovakia,18,2005,1,0,5,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
367,Gianluca Scamacca,FW,it Italy,25,1999,4,3,251,2.8,0,0,0,0,0,0,0,0,0.6,0.6,0.2,0.8,1,3,11,0.00,0.00,0.00,0.00,0.00,0.22,0.08,0.30,0.22,0.30,Matches
368,András Schäfer,MF,hu Hungary,24,1999,3,3,270,3.0,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.1,5,14,4,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.02,0.02,0.02,Matches
369,Fabian Schär,DF,ch Switzerland,32,1991,5,5,480,5.3,0,0,0,0,0,0,1,0,0.2,0.2,0.1,0.3,4,12,7,0.00,0.00,0.00,0.00,0.00,0.05,0.02,0.07,0.05,0.07,Matches
370,Patrik Schick,FW,cz Czechia,28,1996,2,2,127,1.4,1,0,1,1,0,0,2,0,1.5,1.5,0.1,1.6,2,1,6,0.71,0.00,0.71,0.71,0.71,1.03,0.08,1.11,1.03,1.11,Matches
371,Nico Schlotterbeck,DF,de Germany,24,1999,2,1,120,1.3,0,1,1,0,0,0,1,0,0.1,0.1,0.4,0.4,1,1,1,0.00,0.75,0.75,0.00,0.75,0.05,0.28,0.33,0.05,0.33,Matches
372,Kasper Schmeichel,GK,dk Denmark,37,1986,4,4,360,4.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
373,Romano Schmid,"FW,MF",at Austria,24,2000,4,2,145,1.6,1,0,1,1,0,0,1,0,0.1,0.1,0.7,0.8,3,5,11,0.62,0.00,0.62,0.62,0.62,0.08,0.42,0.50,0.08,0.50,Matches
374,Jerdy Schouten,MF,nl Netherlands,27,1997,6,6,500,5.6,0,0,0,0,0,0,1,0,0.1,0.1,0.1,0.2,7,39,11,0.00,0.00,0.00,0.00,0.00,0.01,0.03,0.04,0.01,0.04,Matches
375,Ivan Schranz,FW,sk Slovakia,30,1993,4,4,331,3.7,3,0,3,3,0,0,1,0,1.0,1.0,0.3,1.3,5,6,16,0.82,0.00,0.82,0.82,0.82,0.28,0.07,0.35,0.28,0.35,Matches
376,Taulant Seferi,FW,al Albania,27,1996,2,1,94,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,2,3,3,0.00,0.00,0.00,0.00,0.00,0.02,0.11,0.12,0.02,0.12,Matches
377,Nicolas Seiwald,MF,at Austria,22,2001,4,4,360,4.0,0,0,0,0,0,0,0,0,0.0,0.0,0.6,0.7,3,23,5,0.00,0.00,0.00,0.00,0.00,0.01,0.16,0.17,0.01,0.17,Matches
378,Nélson Semedo,DF,pt Portugal,30,1993,5,0,100,1.1,0,0,0,0,0,0,0,0,0.2,0.2,0.0,0.2,6,4,17,0.00,0.00,0.00,0.00,0.00,0.27,0.00,0.27,0.27,0.27,Matches
379,Benjamin Šeško,FW,si Slovenia,20,2003,4,4,358,4.0,0,0,0,0,0,0,0,0,0.9,0.9,0.1,1.0,3,7,21,0.00,0.00,0.00,0.00,0.00,0.25,0.03,0.28,0.25,0.28,Matches
380,Petr Ševčík,MF,cz Czechia,29,1994,2,0,22,0.2,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,3,3,1,0.00,0.00,0.00,0.00,0.00,0.50,0.00,0.50,0.50,0.50,Matches
381,Stephan El Shaarawy,FW,it Italy,31,1992,1,1,45,0.5,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,1,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
382,Lawrence Shankland,FW,sct Scotland,28,1995,3,0,25,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,2,1,0.00,0.00,0.00,0.00,0.00,0.00,0.14,0.14,0.00,0.14,Matches
383,Mykola Shaparenko,MF,ua Ukraine,25,1998,3,3,220,2.4,1,1,2,1,0,0,0,0,0.2,0.2,0.2,0.5,8,18,5,0.41,0.41,0.82,0.41,0.82,0.09,0.10,0.19,0.09,0.19,Matches
384,Xherdan Shaqiri,"MF,FW",ch Switzerland,32,1991,2,1,71,0.8,1,0,1,1,0,0,0,0,0.1,0.1,0.0,0.1,1,3,4,1.27,0.00,1.27,1.27,1.27,0.11,0.05,0.16,0.11,0.16,Matches
385,Luke Shaw,DF,eng England,28,1995,3,1,178,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,2,7,10,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.05,0.00,0.05,Matches
386,Vincent Sierro,MF,ch Switzerland,28,1995,4,0,38,0.4,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.03,0.03,0.03,Matches
387,António Silva,DF,pt Portugal,20,2003,2,1,73,0.8,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.2,1,10,1,0.00,0.00,0.00,0.00,0.00,0.14,0.11,0.25,0.14,0.25,Matches
388,Bernardo Silva,"FW,MF",pt Portugal,29,1994,4,4,420,4.7,1,0,1,1,0,0,0,0,0.7,0.7,0.6,1.3,15,28,47,0.21,0.00,0.21,0.21,0.21,0.18,0.16,0.33,0.18,0.33,Matches
389,Unai Simón,GK,es Spain,26,1997,6,6,570,6.3,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
390,Xavi Simons,"MF,FW",nl Netherlands,20,2003,6,5,454,5.0,1,3,4,1,0,0,2,0,0.6,0.6,1.0,1.5,20,28,33,0.20,0.59,0.79,0.20,0.79,0.11,0.20,0.31,0.11,0.31,Matches
391,Michał Skóraś,DF,pl Poland,23,2000,1,0,23,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
392,Łukasz Skorupski,GK,pl Poland,32,1991,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
393,Andreas Skov Olsen,"MF,FW",dk Denmark,24,1999,3,1,122,1.4,0,0,0,0,0,0,0,0,0.0,0.0,0.4,0.4,4,3,11,0.00,0.00,0.00,0.00,0.00,0.02,0.31,0.33,0.02,0.33,Matches
394,Milan Škriniar,DF,sk Slovakia,28,1995,4,4,390,4.3,0,0,0,0,0,0,1,0,0.3,0.3,0.1,0.4,4,21,0,0.00,0.00,0.00,0.00,0.00,0.07,0.02,0.09,0.07,0.09,Matches
395,Bartosz Slisz,MF,pl Poland,24,1999,2,1,110,1.2,0,0,0,0,0,0,1,0,0.0,0.0,0.1,0.1,1,5,2,0.00,0.00,0.00,0.00,0.00,0.00,0.10,0.10,0.00,0.10,Matches
396,Yann Sommer,GK,ch Switzerland,35,1988,5,5,480,5.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
397,Deian Sorescu,"MF,DF",ro Romania,26,1997,2,0,34,0.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
398,Borna Sosa,DF,hr Croatia,26,1998,1,0,7,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
399,Tomáš Souček,MF,cz Czechia,28,1995,3,3,270,3.0,1,0,1,1,0,0,2,0,0.6,0.6,1.0,1.5,0,11,4,0.33,0.00,0.33,0.33,0.33,0.19,0.32,0.51,0.19,0.51,Matches
400,Andraž Šporar,FW,si Slovenia,29,1994,4,4,338,3.8,0,0,0,0,0,0,0,0,1.0,1.0,0.8,1.8,3,3,19,0.00,0.00,0.00,0.00,0.00,0.26,0.22,0.48,0.26,0.48,Matches
401,Nicolae Stanciu,"MF,FW",ro Romania,30,1993,4,4,353,3.9,1,0,1,1,0,0,1,0,0.2,0.2,0.3,0.5,2,10,3,0.25,0.00,0.25,0.25,0.25,0.05,0.07,0.12,0.05,0.12,Matches
402,Jindřich Staněk,GK,cz Czechia,27,1996,3,3,234,2.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
403,Josip Stanišić,DF,hr Croatia,23,2000,2,2,180,2.0,0,0,0,0,0,0,1,0,0.2,0.2,0.0,0.2,3,8,9,0.00,0.00,0.00,0.00,0.00,0.09,0.02,0.11,0.09,0.11,Matches
404,Renato Steffen,DF,ch Switzerland,32,1991,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
405,Taras Stepanenko,MF,ua Ukraine,34,1989,2,1,82,0.9,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,0,5,3,0.00,0.00,0.00,0.00,0.00,0.07,0.00,0.07,0.07,0.07,Matches
406,Leonidas Stergiou,DF,ch Switzerland,21,2002,3,0,48,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
407,Petar Stojanović,MF,si Slovenia,28,1995,4,4,316,3.5,0,0,0,0,0,0,1,0,0.0,0.0,0.2,0.2,7,11,9,0.00,0.00,0.00,0.00,0.00,0.01,0.05,0.06,0.01,0.06,Matches
408,John Stones,DF,eng England,29,1994,7,7,690,7.7,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.1,0,21,1,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.01,0.01,0.01,Matches
409,Thomas Strakosha,GK,al Albania,28,1995,3,3,270,3.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
410,Dávid Strelec,FW,sk Slovakia,22,2001,4,2,182,2.0,0,1,1,0,0,0,0,0,0.7,0.7,0.8,1.5,0,2,6,0.00,0.49,0.49,0.00,0.49,0.34,0.42,0.76,0.34,0.76,Matches
411,Callum Styles,MF,hu Hungary,23,2000,1,1,60,0.7,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.03,0.00,0.03,Matches
412,Luka Sučić,"FW,MF",hr Croatia,21,2002,3,1,140,1.6,0,0,0,0,0,0,1,0,0.6,0.6,0.4,1.0,6,7,5,0.00,0.00,0.00,0.00,0.00,0.37,0.27,0.64,0.37,0.64,Matches
413,Heorhiy Sudakov,MF,ua Ukraine,21,2002,3,3,262,2.9,0,0,0,0,0,0,0,0,0.5,0.5,0.2,0.7,6,15,11,0.00,0.00,0.00,0.00,0.00,0.17,0.06,0.23,0.17,0.23,Matches
414,Pavel Šulc,MF,cz Czechia,23,2000,1,1,78,0.9,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,3,0,2,0.00,0.00,0.00,0.00,0.00,0.10,0.00,0.10,0.10,0.10,Matches
415,Tomáš Suslov,"FW,MF",sk Slovakia,21,2002,4,0,126,1.4,0,0,0,0,0,0,1,0,0.0,0.0,0.1,0.1,6,6,10,0.00,0.00,0.00,0.00,0.00,0.00,0.12,0.12,0.00,0.12,Matches
416,Josip Šutalo,DF,hr Croatia,23,2000,3,3,270,3.0,0,0,0,0,0,0,0,0,0.6,0.6,0.0,0.6,1,10,0,0.00,0.00,0.00,0.00,0.00,0.20,0.00,0.20,0.20,0.20,Matches
417,Oleksandr Svatok,DF,ua Ukraine,29,1994,1,1,80,0.9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
418,Karol Świderski,FW,pl Poland,27,1997,3,0,90,1.0,0,0,0,0,0,0,1,0,0.3,0.3,0.6,0.9,0,0,6,0.00,0.00,0.00,0.00,0.00,0.29,0.61,0.90,0.29,0.90,Matches
419,Serhiy Sydorchuk,MF,ua Ukraine,32,1991,1,0,6,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
420,Attila Szalai,DF,hu Hungary,26,1998,2,1,95,1.1,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.1,0,8,2,0.00,0.00,0.00,0.00,0.00,0.08,0.00,0.08,0.08,0.08,Matches
421,Wojciech Szczęsny,GK,pl Poland,33,1990,2,2,180,2.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
422,Dominik Szoboszlai,MF,hu Hungary,23,2000,3,3,270,3.0,0,1,1,0,0,0,1,0,0.3,0.3,1.2,1.5,6,8,10,0.00,0.33,0.33,0.00,0.33,0.09,0.39,0.49,0.09,0.49,Matches
423,Sebastian Szymański,MF,pl Poland,24,1999,2,2,112,1.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.1,3,8,3,0.00,0.00,0.00,0.00,0.00,0.03,0.02,0.05,0.03,0.05,Matches
424,Dušan Tadić,MF,rs Serbia,35,1988,3,1,156,1.7,0,0,0,0,0,0,1,0,0.0,0.0,0.6,0.6,4,4,17,0.00,0.00,0.00,0.00,0.00,0.00,0.34,0.34,0.00,0.34,Matches
425,Jonathan Tah,DF,de Germany,27,1996,4,4,319,3.5,0,0,0,0,0,0,2,0,0.0,0.0,0.1,0.1,0,15,1,0.00,0.00,0.00,0.00,0.00,0.01,0.02,0.03,0.01,0.03,Matches
426,Maksym Talovierov,MF,ua Ukraine,23,2000,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
427,Aurélien Tchouaméni,MF,fr France,24,2000,5,5,470,5.2,0,0,0,0,0,0,2,0,0.4,0.4,0.2,0.6,9,56,5,0.00,0.00,0.00,0.00,0.00,0.07,0.05,0.12,0.07,0.12,Matches
428,Arthur Theate,DF,be Belgium,23,2000,3,3,256,2.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.1,5,9,4,0.00,0.00,0.00,0.00,0.00,0.01,0.02,0.03,0.01,0.03,Matches
429,Marcus Thuram,FW,fr France,26,1997,4,3,260,2.9,0,0,0,0,0,0,0,0,0.7,0.7,0.1,0.7,7,6,18,0.00,0.00,0.00,0.00,0.00,0.27,0.03,0.29,0.27,0.29,Matches
430,Youri Tielemans,MF,be Belgium,26,1997,3,2,148,1.6,1,0,1,1,0,0,1,0,0.1,0.1,0.0,0.1,3,15,1,0.61,0.00,0.61,0.61,0.61,0.07,0.01,0.08,0.07,0.08,Matches
431,Kieran Tierney,DF,sct Scotland,26,1997,2,2,136,1.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2,3,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
432,Ivan Toney,"FW,MF",eng England,27,1996,3,0,45,0.5,0,1,1,0,0,0,0,0,0.1,0.1,0.2,0.3,0,0,1,0.00,2.00,2.00,0.00,2.00,3.27,6.96,10.23,3.27,10.23,Matches
433,Ferrán Torres,"FW,MF",es Spain,23,2000,5,1,155,1.7,1,0,1,1,0,0,1,0,0.6,0.6,0.1,0.8,4,2,15,0.58,0.00,0.58,0.58,0.58,0.45,0.09,0.54,0.45,0.54,Matches
434,Cenk Tosun,FW,tr Türkiye,32,1991,2,0,25,0.3,1,0,1,1,0,0,1,0,0.3,0.3,0.0,0.3,1,0,1,3.60,0.00,3.60,3.60,3.60,1.15,0.00,1.15,1.15,1.15,Matches
435,Gernot Trauner,DF,at Austria,31,1992,2,1,90,1.0,1,0,1,1,0,0,0,0,0.1,0.1,0.0,0.1,0,8,0,1.00,0.00,1.00,1.00,1.00,0.08,0.00,0.08,0.08,0.08,Matches
436,Kieran Trippier,DF,eng England,33,1990,6,6,450,5.0,0,0,0,0,0,0,2,0,0.1,0.1,0.8,0.9,2,29,27,0.00,0.00,0.00,0.00,0.00,0.02,0.17,0.19,0.02,0.19,Matches
437,Leandro Trossard,FW,be Belgium,29,1994,3,2,169,1.9,0,0,0,0,0,0,0,0,0.2,0.2,0.1,0.4,5,5,8,0.00,0.00,0.00,0.00,0.00,0.13,0.06,0.19,0.13,0.19,Matches
438,Anatolii Trubin,GK,ua Ukraine,22,2001,2,2,180,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
439,Heorhii Tsitaishvili,"DF,MF",ge Georgia,23,2000,4,2,190,2.1,0,0,0,0,0,0,0,0,0.2,0.2,0.1,0.3,5,3,15,0.00,0.00,0.00,0.00,0.00,0.08,0.07,0.15,0.08,0.15,Matches
440,Viktor Tsyhankov,FW,ua Ukraine,26,1997,1,1,62,0.7,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,2,1,6,0.00,0.00,0.00,0.00,0.00,0.19,0.00,0.19,0.19,0.19,Matches
441,Ľubomír Tupta,MF,sk Slovakia,25,1998,1,0,12,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1,0.00,0.00,0.00,0.00,0.00,,,,,,Matches
442,Oleksandr Tymchyk,DF,ua Ukraine,27,1997,3,2,199,2.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,5,7,11,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.01,Matches
443,Deniz Undav,MF,de Germany,27,1996,1,0,7,0.1,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
444,Dayot Upamecano,DF,fr France,25,1998,6,6,570,6.3,0,0,0,0,0,0,0,0,0.3,0.3,0.1,0.3,3,28,2,0.00,0.00,0.00,0.00,0.00,0.05,0.01,0.06,0.05,0.06,Matches
445,Kacper Urbanski,"FW,MF",pl Poland,19,2004,3,2,148,1.6,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.2,4,3,4,0.00,0.00,0.00,0.00,0.00,0.08,0.03,0.11,0.08,0.11,Matches
446,Virgil van Dijk,DF,nl Netherlands,32,1991,6,6,540,6.0,0,0,0,0,0,0,2,0,0.5,0.5,0.1,0.6,0,20,0,0.00,0.00,0.00,0.00,0.00,0.08,0.02,0.10,0.08,0.10,Matches
447,Vladyslav Vanat,FW,ua Ukraine,22,2002,1,0,21,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
448,Barnabás Varga,FW,hu Hungary,30,1994,3,3,249,2.8,1,0,1,1,0,0,1,0,1.2,1.2,0.1,1.3,1,7,11,0.36,0.00,0.36,0.36,0.36,0.44,0.03,0.47,0.44,0.47,Matches
449,Ruben Vargas,"MF,FW",ch Switzerland,25,1998,5,4,306,3.4,1,1,2,1,0,0,0,0,0.7,0.7,1.1,1.8,13,12,21,0.29,0.29,0.59,0.29,0.59,0.20,0.32,0.53,0.20,0.53,Matches
450,Denis Vavro,DF,sk Slovakia,27,1996,4,4,390,4.3,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,1,15,2,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.01,0.01,0.01,Matches
451,Joey Veerman,MF,nl Netherlands,25,1998,6,2,209,2.3,0,0,0,0,0,0,1,0,0.2,0.2,0.3,0.4,1,17,1,0.00,0.00,0.00,0.00,0.00,0.07,0.13,0.19,0.07,0.19,Matches
452,Miloš Veljković,DF,rs Serbia,28,1995,3,3,270,3.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,5,27,3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
453,Micky van de Ven,DF,nl Netherlands,22,2001,4,0,70,0.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,2,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
454,Benjamin Verbič,MF,si Slovenia,30,1993,3,0,74,0.8,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.2,2,1,3,0.00,0.00,0.00,0.00,0.00,0.05,0.27,0.31,0.05,0.31,Matches
455,Bart Verbruggen,GK,nl Netherlands,21,2002,6,6,540,6.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
456,Jan Vertonghen,DF,be Belgium,36,1987,3,3,270,3.0,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.1,0,3,1,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.03,0.03,0.03,Matches
457,Jannik Vestergaard,DF,dk Denmark,31,1992,4,4,360,4.0,0,0,0,0,0,0,1,0,0.3,0.3,0.0,0.3,1,15,2,0.00,0.00,0.00,0.00,0.00,0.07,0.00,0.07,0.07,0.07,Matches
458,Žan Vipotnik,FW,si Slovenia,21,2002,1,0,15,0.2,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
459,Vitinha,MF,pt Portugal,23,2000,4,4,358,4.0,0,0,0,0,0,0,0,0,0.6,0.6,0.1,0.8,7,28,9,0.00,0.00,0.00,0.00,0.00,0.16,0.03,0.19,0.16,0.19,Matches
460,Daniel Vivian,DF,es Spain,24,1999,2,1,123,1.4,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,10,1,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.03,0.03,0.03,Matches
461,Dušan Vlahović,"MF,FW",rs Serbia,24,2000,3,2,177,2.0,0,0,0,0,0,0,0,0,0.2,0.2,0.0,0.2,1,2,8,0.00,0.00,0.00,0.00,0.00,0.12,0.00,0.12,0.12,0.12,Matches
462,Stefan de Vrij,DF,nl Netherlands,31,1992,6,6,540,6.0,1,0,1,1,0,0,0,0,0.3,0.3,0.0,0.3,2,26,2,0.17,0.00,0.17,0.17,0.17,0.05,0.00,0.05,0.05,0.05,Matches
463,Kyle Walker,DF,eng England,33,1990,7,7,690,7.7,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,14,50,24,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.01,Matches
464,Ollie Watkins,FW,eng England,28,1995,3,0,62,0.7,1,0,1,1,0,0,1,0,0.3,0.3,0.0,0.3,0,0,2,1.45,0.00,1.45,1.45,1.45,0.45,0.00,0.45,0.45,0.45,Matches
