Rk,Player,Pos,Squad,Age,Born,90s,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks,Matches
215,Mateo Kovačić,MF,hr Croatia,29,1994,2.5,168,166,2,2,1,0,0,0,0,0,0,0,156,0,2,Matches
216,Matej Kovar,GK,cz Czechia,23,2000,0.4,18,16,2,0,0,0,0,0,0,0,0,0,9,0,0,Matches
217,Andrej Kramarić,FW,hr Croatia,32,1991,2.7,89,84,5,0,2,1,7,1,0,0,0,0,71,0,2,Matches
218,Ladislav Krejčí,DF,cz Czechia,24,1999,3.0,143,128,15,6,0,2,2,6,0,0,0,0,122,0,0,Matches
219,Toni Kroos,MF,de Germany,34,1990,5.2,551,480,69,36,2,7,35,0,33,10,15,3,498,2,2,Matches
220,Jan Kuchta,FW,cz Czechia,27,1997,1.1,15,14,1,0,0,0,0,0,0,0,0,0,11,0,0,Matches
221,Juraj Kucka,MF,sk Slovakia,36,1987,3.9,123,123,0,0,1,0,3,0,0,0,0,0,93,0,2,Matches
222,Jasmin Kurtić,FW,si Slovenia,35,1989,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
223,Khvicha Kvaratskhelia,FW,ge Georgia,22,2001,3.8,86,69,17,4,0,0,15,2,8,8,0,0,68,0,0,Matches
224,Nika Kvekveskiri,MF,ge Georgia,31,1992,0.1,15,15,0,0,0,0,0,0,0,0,0,0,13,0,0,Matches
225,Giorgi Kvilitaia,FW,ge Georgia,30,1993,0.0,3,3,0,0,0,0,0,0,0,0,0,0,2,0,0,Matches
226,Saba Kvirkvelia,DF,ge Georgia,31,1992,2.0,61,58,3,3,0,3,0,0,0,0,0,0,52,0,1,Matches
227,Qazim Laçi,"MF,FW",al Albania,28,1996,1.8,52,50,2,0,0,0,4,0,0,0,0,0,36,0,3,Matches
228,Konrad Laimer,"MF,FW",at Austria,26,1997,3.0,126,119,6,2,0,0,2,1,0,0,0,0,107,1,6,Matches
229,Ádám Lang,DF,hu Hungary,31,1993,0.5,19,13,6,0,0,0,0,6,0,0,0,0,13,0,2,Matches
230,Aymeric Laporte,DF,es Spain,29,1994,5.8,483,461,21,13,0,5,2,0,0,0,0,0,446,1,3,Matches
231,Robin Le Normand,DF,es Spain,27,1996,4.9,344,344,0,0,0,1,0,0,0,0,0,0,320,0,1,Matches
232,Rafael Leão,FW,pt Portugal,24,1999,3.2,112,111,1,0,0,0,15,1,0,0,0,0,85,0,6,Matches
233,Robert Lewandowski,FW,pl Poland,35,1988,1.3,23,23,0,0,0,1,0,0,0,0,0,0,19,0,0,Matches
234,Philipp Lienhart,DF,at Austria,27,1996,2.4,125,116,9,2,0,1,0,2,0,0,0,0,113,0,0,Matches
235,Ondřej Lingr,"MF,FW",cz Czechia,25,1998,0.9,27,23,4,1,0,0,1,1,1,0,0,0,21,0,2,Matches
236,Dominik Livaković,GK,hr Croatia,29,1995,3.0,93,71,22,5,0,0,0,0,0,0,0,0,69,0,0,Matches
237,Stanislav Lobotka,MF,sk Slovakia,29,1994,4.3,243,240,2,2,0,1,0,0,0,0,0,0,228,1,0,Matches
238,Saba Lobzhanidze,FW,ge Georgia,29,1994,0.1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,Matches
239,Luka Lochoshvili,"DF,MF",ge Georgia,25,1998,1.9,57,45,12,2,0,0,4,10,0,0,0,0,41,0,1,Matches
240,Fermin López,MF,es Spain,20,2003,0.3,10,9,0,0,0,0,0,0,0,0,0,0,8,1,0,Matches
241,Romelu Lukaku,FW,be Belgium,30,1993,4.0,57,54,2,0,1,0,0,0,0,0,0,0,38,1,1,Matches
242,Dodi Lukebakio,"FW,DF",be Belgium,26,1997,0.7,30,27,3,1,0,0,1,1,1,1,0,0,24,0,1,Matches
243,Saša Lukić,MF,rs Serbia,27,1996,2.3,150,146,4,4,0,0,1,0,0,0,0,0,142,0,0,Matches
244,Andriy Lunin,GK,ua Ukraine,24,1999,1.0,24,20,4,0,0,0,0,0,0,0,0,0,23,0,0,Matches
245,Mike Maignan,GK,fr France,28,1995,6.3,167,131,34,9,0,0,0,0,0,0,0,0,136,2,0,Matches
246,Kobbie Mainoo,MF,eng England,18,2005,4.1,203,194,7,1,2,0,3,0,0,0,0,0,183,2,3,Matches
247,Lovro Majer,"FW,MF",hr Croatia,26,1998,1.6,101,97,4,2,0,1,4,1,1,0,0,0,92,0,4,Matches
248,Donyell Malen,FW,nl Netherlands,25,1999,2.1,56,53,2,2,0,0,8,0,0,0,0,0,40,1,4,Matches
249,Ruslan Malinovskyi,MF,ua Ukraine,30,1993,0.4,28,25,3,0,0,1,3,0,3,3,0,0,24,0,0,Matches
250,Giorgi Mamardashvili,GK,ge Georgia,23,2000,4.0,124,61,63,19,0,0,0,0,0,0,0,0,66,0,0,Matches
251,Dennis Man,MF,ro Romania,25,1998,3.0,83,76,7,0,1,1,8,0,7,2,0,0,51,0,7,Matches
252,Rey Manaj,FW,al Albania,26,1997,1.7,28,25,3,0,0,0,0,0,0,0,0,0,17,0,2,Matches
253,Gianluca Mancini,DF,it Italy,27,1996,1.0,66,65,1,0,0,0,0,0,0,0,0,0,60,0,0,Matches
254,Orel Mangala,MF,be Belgium,25,1998,1.5,70,69,1,1,0,0,0,0,0,0,0,0,68,0,1,Matches
255,Marius Marin,MF,ro Romania,25,1998,3.4,99,99,0,0,0,0,1,0,0,0,0,0,80,0,0,Matches
256,Răzvan Marin,MF,ro Romania,27,1996,3.9,109,104,5,3,2,1,5,0,1,0,1,0,86,0,1,Matches
257,Ádám Martin,"FW,DF",hu Hungary,29,1994,0.5,17,16,1,0,0,0,1,0,0,0,0,0,10,0,1,Matches
258,Mykola Matviyenko,DF,ua Ukraine,27,1996,3.0,231,221,8,4,1,1,1,3,0,0,0,0,212,2,1,Matches
259,Kylian Mbappé,FW,fr France,25,1998,5.2,182,174,7,1,0,5,7,2,2,1,1,0,158,1,4,Matches
260,John McGinn,"MF,FW",sct Scotland,29,1994,2.6,45,44,1,0,0,0,4,0,0,0,0,0,28,0,4,Matches
261,Callum McGregor,MF,sct Scotland,30,1993,2.7,119,115,4,2,0,0,1,0,0,0,0,0,108,0,3,Matches
262,Scott McKenna,DF,sct Scotland,27,1996,1.5,93,80,12,1,0,1,1,8,0,0,0,0,75,1,3,Matches
263,Kenny McLean,MF,sct Scotland,32,1992,0.5,26,25,1,1,0,0,0,0,0,0,0,0,19,0,0,Matches
264,Scott McTominay,MF,sct Scotland,27,1996,3.0,62,52,10,4,1,0,9,1,5,4,1,0,42,0,2,Matches
265,Anzor Mekvabishvili,MF,ge Georgia,22,2001,2.1,91,90,1,1,0,2,1,0,0,0,0,0,76,0,3,Matches
266,Memphis,"FW,MF",nl Netherlands,29,1994,5.1,163,119,41,6,3,0,31,2,23,11,9,0,113,3,10,Matches
267,Nuno Mendes,DF,pt Portugal,21,2002,4.7,365,324,41,12,0,4,12,29,0,0,0,0,322,0,4,Matches
268,Mikel Merino,"MF,FW",es Spain,27,1996,2.0,131,131,0,0,1,1,2,0,0,0,0,0,107,0,5,Matches
269,Valentin Mihaila,MF,ro Romania,23,2000,1.3,27,25,2,0,0,1,1,1,1,1,0,0,21,0,0,Matches
270,Srđan Mijailović,DF,rs Serbia,30,1993,0.8,25,20,5,0,0,0,3,5,0,0,0,0,14,0,0,Matches
271,Georges Mikautadze,FW,ge Georgia,23,2000,3.8,70,60,10,2,0,2,4,0,0,0,0,0,55,0,4,Matches
272,Nikola Milenković,DF,rs Serbia,26,1997,3.0,227,224,3,3,0,0,0,0,0,0,0,0,212,0,0,Matches
273,Sergej Milinković-Savić,MF,rs Serbia,28,1995,1.3,76,76,0,0,0,1,3,0,0,0,0,0,63,0,0,Matches
274,Mario Mitaj,DF,al Albania,20,2003,3.0,147,115,32,7,0,0,2,25,0,0,0,0,127,0,3,Matches
275,Aleksandar Mitrović,FW,rs Serbia,29,1994,2.7,53,47,6,1,0,0,0,0,0,0,0,0,38,0,1,Matches
276,Maximilian Mittelstädt,DF,de Germany,26,1997,3.4,217,197,18,2,0,0,24,16,0,0,0,0,182,2,2,Matches
277,Filip Mladenović,DF,rs Serbia,32,1991,1.2,61,45,16,1,0,0,8,14,1,0,1,0,44,0,2,Matches
278,Jan Mlakar,MF,si Slovenia,25,1998,3.3,62,62,0,0,2,0,1,0,0,0,0,0,37,0,2,Matches
279,Jakub Moder,MF,pl Poland,24,1999,2.0,119,112,6,5,0,0,3,0,0,0,0,0,94,1,2,Matches
280,Luka Modrić,MF,hr Croatia,38,1985,2.6,221,206,15,9,1,1,9,1,4,3,0,0,190,0,5,Matches
281,Vasile Mogos,DF,ro Romania,31,1992,0.4,6,3,3,0,0,0,0,3,0,0,0,0,6,0,0,Matches
282,Álvaro Morata,FW,es Spain,31,1992,5.0,110,102,8,0,0,0,2,0,0,0,0,0,78,0,5,Matches
283,Lewis Morgan,DF,sct Scotland,27,1996,0.0,2,2,0,0,0,0,0,0,0,0,0,0,1,0,1,Matches
284,Ernest Muçi,FW,al Albania,22,2001,0.2,9,9,0,0,0,0,0,0,0,0,0,0,7,0,0,Matches
285,Mykhailo Mudryk,"FW,MF",ua Ukraine,23,2001,1.9,52,46,6,2,2,0,10,0,4,3,0,0,36,0,2,Matches
286,Mert Müldür,"DF,MF",tr Türkiye,24,1999,3.8,167,144,23,1,1,1,5,22,0,0,0,0,130,0,3,Matches
287,Thomas Müller,"MF,FW",de Germany,34,1989,0.6,32,28,3,0,0,0,5,2,0,0,0,0,20,1,0,Matches
288,Jamal Musiala,FW,de Germany,20,2003,4.7,168,168,0,0,1,0,3,0,0,0,0,0,148,0,3,Matches
289,Phillipp Mwene,DF,at Austria,30,1994,2.2,109,94,15,1,0,0,10,14,0,0,0,0,91,0,3,Matches
290,Vitaliy Mykolenko,DF,ua Ukraine,24,1999,0.6,19,18,1,0,0,0,3,1,0,0,0,0,14,0,1,Matches
291,Joakim Mæhle,"DF,MF",dk Denmark,26,1997,3.1,157,137,19,0,0,0,10,19,0,0,0,0,129,1,2,Matches
292,Nacho,DF,es Spain,34,1990,2.9,135,119,16,11,0,0,0,2,0,0,0,0,127,0,1,Matches
293,Ádám Nagy,MF,hu Hungary,28,1995,1.8,74,69,5,1,0,1,1,1,0,0,0,0,59,0,2,Matches
294,Zsolt Nagy,DF,hu Hungary,30,1993,0.2,8,7,1,0,0,0,2,1,0,0,0,0,4,0,1,Matches
295,Jesús Navas,DF,es Spain,38,1985,1.7,71,56,15,2,0,1,9,13,0,0,0,0,56,0,2,Matches
296,Dan Ndoye,"MF,DF",ch Switzerland,23,2000,4.5,108,100,8,1,3,0,6,7,0,0,0,0,84,0,4,Matches
297,Pedro Neto,"DF,FW",pt Portugal,23,2000,1.3,89,85,4,1,1,0,11,2,1,1,0,0,70,0,2,Matches
298,Manuel Neuer,GK,de Germany,37,1986,5.3,145,117,28,9,0,0,0,1,0,0,0,0,123,0,0,Matches
299,João Neves,MF,pt Portugal,19,2004,0.9,74,72,2,1,0,0,1,0,0,0,0,0,68,0,2,Matches
300,Rúben Neves,MF,pt Portugal,26,1997,1.4,117,108,9,2,1,1,9,1,6,2,3,0,100,0,0,Matches
301,Florin Niță,GK,ro Romania,36,1987,4.0,148,82,66,19,0,0,0,0,0,0,0,0,87,0,0,Matches
302,Matheus Nunes,MF,pt Portugal,25,1998,0.2,18,18,0,0,0,0,1,0,0,0,0,0,16,0,0,Matches
303,Christian Nørgaard,MF,dk Denmark,29,1994,0.4,42,41,1,0,0,0,2,1,0,0,0,0,34,0,1,Matches
304,Adam Obert,DF,sk Slovakia,21,2002,0.3,27,22,5,1,0,1,1,4,0,0,0,0,22,0,2,Matches
305,Jan Oblak,GK,si Slovenia,31,1993,4.3,128,67,61,16,0,0,0,0,0,0,0,0,79,0,0,Matches
306,Darius Olaru,MF,ro Romania,25,1998,0.3,17,14,3,1,0,0,1,1,0,0,0,0,14,0,0,Matches
307,Dani Olmo,"MF,FW",es Spain,25,1998,4.8,186,181,2,2,3,1,4,0,0,0,0,0,151,3,4,Matches
308,Amadou Onana,MF,be Belgium,22,2001,4.0,240,233,6,6,1,0,0,0,0,0,0,0,216,1,1,Matches
309,Loïs Openda,FW,be Belgium,23,2000,0.8,7,7,0,0,0,0,2,0,0,0,0,0,3,0,0,Matches
310,Willi Orban,DF,hu Hungary,31,1992,3.0,138,134,3,2,0,0,0,1,0,0,0,0,118,1,3,Matches
311,Mikel Oyarzabal,FW,es Spain,26,1997,2.2,63,59,4,1,0,0,2,0,0,0,0,0,58,0,0,Matches
312,Salih Özcan,MF,tr Türkiye,26,1998,1.7,71,69,2,2,0,0,0,0,0,0,0,0,57,0,1,Matches
313,João Palhinha,MF,pt Portugal,28,1995,3.3,188,186,2,2,0,4,0,0,0,0,0,0,166,0,2,Matches
314,Cole Palmer,"MF,FW",eng England,21,2002,1.7,79,70,9,2,1,0,9,6,1,0,1,0,59,0,0,Matches
315,Mario Pašalić,"FW,MF",hr Croatia,28,1995,1.3,40,40,0,0,1,0,1,0,0,0,0,0,34,0,2,Matches
316,Strahinja Pavlović,DF,rs Serbia,22,2001,3.0,180,174,5,3,0,0,6,2,0,0,0,0,137,1,5,Matches
317,Pedri,MF,es Spain,21,2002,2.1,89,89,0,0,1,0,1,0,0,0,0,0,80,0,2,Matches
318,Peter Pekarík,DF,sk Slovakia,37,1986,4.2,121,95,26,0,0,0,5,26,0,0,0,0,107,0,3,Matches
319,Lorenzo Pellegrini,"FW,MF",it Italy,27,1996,2.4,107,101,6,2,1,0,6,0,4,1,2,0,91,0,2,Matches
320,Patrick Pentz,GK,at Austria,27,1997,4.0,148,125,23,8,0,0,0,0,0,0,0,0,120,0,0,Matches
321,Pepe,DF,pt Portugal,40,1983,4.5,405,392,11,7,0,3,0,0,0,0,0,0,379,2,0,Matches
322,Danilo Pereira,DF,pt Portugal,32,1991,1.0,87,86,1,1,0,0,0,0,0,0,0,0,83,0,0,Matches
323,Ayoze Pérez,FW,es Spain,30,1993,0.1,3,3,0,0,0,0,0,0,0,0,0,0,3,0,0,Matches
324,Ivan Perišić,"DF,FW",hr Croatia,34,1989,1.5,63,56,7,0,0,0,14,7,0,0,0,0,44,0,2,Matches
325,Bruno Petković,FW,hr Croatia,29,1994,1.0,20,18,2,0,0,0,0,0,0,0,0,0,16,0,0,Matches
326,Krzysztof Piątek,FW,pl Poland,28,1995,0.7,10,10,0,0,0,0,1,0,0,0,0,0,6,0,0,Matches
327,Jordan Pickford,GK,eng England,29,1994,7.7,307,241,66,15,0,0,0,0,0,0,0,0,229,0,0,Matches
328,Jakub Piotrowski,MF,pl Poland,26,1997,0.6,24,22,2,2,1,0,1,0,0,0,0,0,16,0,2,Matches
329,Marin Pongračić,DF,hr Croatia,26,1997,2.0,124,118,6,6,0,0,0,0,0,0,0,0,113,0,0,Matches
330,Ryan Porteous,DF,sct Scotland,24,1999,0.5,25,21,4,0,0,0,0,4,0,0,0,0,19,0,0,Matches
331,Stefan Posch,DF,at Austria,26,1997,4.0,215,172,43,3,2,0,13,40,0,0,0,0,159,0,10,Matches
332,Yussuf Poulsen,"FW,MF",dk Denmark,29,1994,0.6,20,20,0,0,0,0,1,0,0,0,0,0,12,0,1,Matches
333,Alexander Prass,DF,at Austria,22,2001,1.8,95,79,15,2,0,0,7,13,0,0,0,0,72,1,1,Matches
334,Lukáš Provod,MF,cz Czechia,27,1996,2.6,87,80,6,3,0,0,2,0,0,0,0,0,70,1,3,Matches
335,George Pușcaș,FW,ro Romania,27,1996,0.4,13,13,0,0,0,0,0,0,0,0,0,0,4,0,1,Matches
336,Leopold Querfeld,DF,at Austria,20,2003,0.3,9,5,4,2,0,0,0,0,0,0,0,0,7,0,0,Matches
337,Adrien Rabiot,MF,fr France,28,1995,4.1,236,225,11,7,0,1,3,3,0,0,0,0,216,0,2,Matches
338,Bogdan Racovitan,DF,ro Romania,23,2000,0.6,25,24,1,1,0,0,0,0,0,0,0,0,23,0,0,Matches
339,Predrag Rajković,GK,rs Serbia,28,1995,3.0,103,78,24,7,0,0,0,0,0,0,0,0,68,1,0,Matches
340,Anthony Ralston,DF,sct Scotland,25,1998,2.9,95,85,10,1,0,1,9,9,0,0,0,0,67,0,5,Matches
341,Ylber Ramadani,MF,al Albania,27,1996,2.9,103,101,2,2,0,0,2,0,0,0,0,0,94,0,0,Matches
342,Gonçalo Ramos,FW,pt Portugal,22,2001,0.3,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,Matches
343,Giacomo Raspadori,FW,it Italy,23,2000,0.9,49,42,7,1,1,0,10,0,6,3,3,0,36,0,0,Matches
344,Andrei Ratiu,DF,ro Romania,25,1998,4.0,117,79,38,1,0,0,3,37,0,0,0,0,97,0,0,Matches
345,David Raum,DF,de Germany,25,1998,1.8,99,86,13,0,0,0,7,12,1,0,0,0,75,0,4,Matches
346,David Raya,GK,es Spain,28,1995,1.0,42,34,7,2,0,1,0,0,0,0,0,0,36,1,0,Matches
347,Tijjani Reijnders,MF,nl Netherlands,25,1998,5.5,265,261,3,2,3,1,1,0,0,0,0,0,246,1,3,Matches
348,Mateo Retegui,FW,it Italy,24,1999,1.7,19,18,1,0,1,0,0,0,0,0,0,0,10,0,0,Matches
349,Declan Rice,MF,eng England,25,1999,7.7,530,516,12,11,1,5,7,1,0,0,0,0,484,2,5,Matches
350,Fabian Rieder,MF,ch Switzerland,21,2002,2.4,89,78,10,2,2,0,14,1,7,7,0,0,62,1,1,Matches
351,Andrew Robertson,DF,sct Scotland,29,1994,3.0,120,90,30,13,0,0,13,16,1,1,0,0,91,0,5,Matches
352,Rodri,MF,es Spain,27,1996,5.8,439,430,7,6,0,4,0,1,0,0,0,0,408,2,1,Matches
353,Ricardo Rodríguez,DF,ch Switzerland,31,1992,5.3,250,229,20,5,1,2,10,14,1,0,1,0,214,1,1,Matches
354,Taras Romanchuk,MF,pl Poland,32,1991,0.6,14,14,0,0,0,0,0,0,0,0,0,0,11,0,0,Matches
355,Cristiano Ronaldo,FW,pt Portugal,38,1985,5.4,104,94,10,0,0,0,4,4,0,0,0,0,86,0,6,Matches
356,Antonio Rüdiger,DF,de Germany,30,1993,5.3,409,401,7,5,2,0,8,2,0,0,0,0,372,1,1,Matches
357,Fabián Ruiz Peña,MF,es Spain,27,1996,6.0,442,427,14,13,2,3,11,1,0,0,0,0,392,1,7,Matches
358,Adrian Rus,MF,ro Romania,27,1996,0.2,6,6,0,0,0,0,0,0,0,0,0,0,1,0,0,Matches
359,Marcel Sabitzer,"FW,MF",at Austria,29,1994,4.0,170,149,21,4,1,0,29,2,13,6,7,0,110,0,6,Matches
360,Bukayo Saka,"FW,DF",eng England,22,2001,7.0,265,252,13,2,0,0,20,9,0,0,0,0,222,0,4,Matches
361,Bartosz Salamon,DF,pl Poland,32,1991,0.9,33,23,10,0,0,0,0,0,0,0,0,0,28,0,0,Matches
362,William Saliba,DF,fr France,22,2001,6.3,360,345,15,4,0,0,0,1,0,0,0,0,346,0,0,Matches
363,Roland Sallai,MF,hu Hungary,26,1997,3.0,79,76,3,0,1,0,7,2,0,0,0,0,61,0,2,Matches
364,Lazar Samardzic,MF,rs Serbia,21,2002,0.6,21,18,3,0,0,2,4,0,3,2,1,0,16,0,0,Matches
365,Leroy Sané,FW,de Germany,28,1996,2.3,68,66,1,0,1,0,3,0,0,0,0,0,57,1,2,Matches
366,Leo Sauer,FW,sk Slovakia,18,2005,0.1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,Matches
367,Gianluca Scamacca,FW,it Italy,25,1999,2.8,51,46,5,1,3,0,0,0,0,0,0,0,32,0,2,Matches
368,András Schäfer,MF,hu Hungary,24,1999,3.0,135,125,10,4,0,0,2,1,0,0,0,0,117,0,2,Matches
369,Fabian Schär,DF,ch Switzerland,32,1991,5.3,255,238,16,14,0,9,6,2,0,0,0,0,211,1,5,Matches
370,Patrik Schick,FW,cz Czechia,28,1996,1.4,33,33,0,0,0,0,2,0,0,0,0,0,21,0,2,Matches
371,Nico Schlotterbeck,DF,de Germany,24,1999,1.3,87,82,5,2,0,0,0,0,0,0,0,0,79,0,1,Matches
372,Kasper Schmeichel,GK,dk Denmark,37,1986,4.0,112,85,27,6,0,0,0,0,0,0,0,0,90,0,0,Matches
373,Romano Schmid,"FW,MF",at Austria,24,2000,1.6,73,67,6,2,1,0,7,0,4,1,2,0,56,0,2,Matches
374,Jerdy Schouten,MF,nl Netherlands,27,1997,5.6,328,321,7,7,0,1,1,0,0,0,0,0,302,0,1,Matches
375,Ivan Schranz,FW,sk Slovakia,30,1993,3.7,86,82,1,0,0,0,4,1,0,0,0,0,62,3,3,Matches
376,Taulant Seferi,FW,al Albania,27,1996,1.0,26,25,1,0,0,0,1,1,0,0,0,0,17,0,1,Matches
377,Nicolas Seiwald,MF,at Austria,22,2001,4.0,235,232,3,2,2,0,1,1,0,0,0,0,205,0,4,Matches
378,Nélson Semedo,DF,pt Portugal,30,1993,1.1,56,48,7,1,0,0,3,6,0,0,0,0,50,1,1,Matches
379,Benjamin Šeško,FW,si Slovenia,20,2003,4.0,71,70,0,0,0,0,1,0,0,0,0,0,43,1,3,Matches
380,Petr Ševčík,MF,cz Czechia,29,1994,0.2,26,26,0,0,0,0,0,0,0,0,0,0,20,0,1,Matches
381,Stephan El Shaarawy,FW,it Italy,31,1992,0.5,10,10,0,0,0,0,0,0,0,0,0,0,8,0,0,Matches
382,Lawrence Shankland,FW,sct Scotland,28,1995,0.3,11,11,0,0,0,0,1,0,0,0,0,0,5,0,0,Matches
383,Mykola Shaparenko,MF,ua Ukraine,25,1998,2.4,129,126,2,2,2,1,3,0,0,0,0,0,111,1,2,Matches
384,Xherdan Shaqiri,"MF,FW",ch Switzerland,32,1991,0.8,38,27,10,1,0,0,6,0,7,5,0,0,26,1,0,Matches
385,Luke Shaw,DF,eng England,28,1995,2.0,87,72,15,4,0,1,7,11,0,0,0,0,76,0,1,Matches
386,Vincent Sierro,MF,ch Switzerland,28,1995,0.4,25,24,1,0,0,0,1,0,1,0,1,0,15,0,1,Matches
387,António Silva,DF,pt Portugal,20,2003,0.8,66,64,2,0,0,0,0,2,0,0,0,0,59,0,0,Matches
388,Bernardo Silva,"FW,MF",pt Portugal,29,1994,4.7,267,247,18,4,0,1,11,6,8,2,0,0,239,2,5,Matches
389,Unai Simón,GK,es Spain,26,1997,6.3,245,199,45,10,0,0,0,0,0,0,0,0,191,1,1,Matches
390,Xavi Simons,"MF,FW",nl Netherlands,20,2003,5.0,184,177,4,1,0,1,8,0,2,1,1,0,152,3,4,Matches
391,Michał Skóraś,DF,pl Poland,23,2000,0.3,9,9,0,0,0,0,0,0,0,0,0,0,6,0,1,Matches
392,Łukasz Skorupski,GK,pl Poland,32,1991,1.0,29,14,15,2,0,0,0,0,0,0,0,0,24,0,0,Matches
393,Andreas Skov Olsen,"MF,FW",dk Denmark,24,1999,1.4,38,36,2,0,0,0,3,1,1,1,0,0,30,0,2,Matches
394,Milan Škriniar,DF,sk Slovakia,28,1995,4.3,282,263,18,14,0,3,0,0,0,0,0,0,257,1,0,Matches
395,Bartosz Slisz,MF,pl Poland,24,1999,1.2,43,43,0,0,0,0,0,0,0,0,0,0,35,0,0,Matches
396,Yann Sommer,GK,ch Switzerland,35,1988,5.3,167,142,24,6,0,0,0,0,0,0,0,0,138,1,0,Matches
397,Deian Sorescu,"MF,DF",ro Romania,26,1997,0.4,16,11,5,1,0,0,1,4,0,0,0,0,12,0,0,Matches
398,Borna Sosa,DF,hr Croatia,26,1998,0.1,2,2,0,0,0,0,1,0,0,0,0,0,1,0,0,Matches
399,Tomáš Souček,MF,cz Czechia,28,1995,3.0,94,92,2,2,0,1,2,0,0,0,0,0,74,0,1,Matches
400,Andraž Šporar,FW,si Slovenia,29,1994,3.8,69,63,6,0,0,0,5,0,0,0,0,0,46,0,3,Matches
401,Nicolae Stanciu,"MF,FW",ro Romania,30,1993,3.9,113,100,13,5,0,3,8,0,5,1,0,0,83,0,5,Matches
402,Jindřich Staněk,GK,cz Czechia,27,1996,2.6,75,43,32,8,0,0,0,0,0,0,0,0,48,0,0,Matches
403,Josip Stanišić,DF,hr Croatia,23,2000,2.0,133,119,14,0,0,2,4,14,0,0,0,0,109,0,3,Matches
404,Renato Steffen,DF,ch Switzerland,32,1991,0.0,2,2,0,0,0,0,0,0,0,0,0,0,2,0,0,Matches
405,Taras Stepanenko,MF,ua Ukraine,34,1989,0.9,74,73,1,1,0,0,1,0,0,0,0,0,63,0,0,Matches
406,Leonidas Stergiou,DF,ch Switzerland,21,2002,0.5,11,8,3,0,0,0,0,3,0,0,0,0,6,0,1,Matches
407,Petar Stojanović,MF,si Slovenia,28,1995,3.5,107,99,7,2,0,1,1,5,0,0,0,0,78,1,5,Matches
408,John Stones,DF,eng England,29,1994,7.7,559,548,11,10,0,8,0,0,0,0,0,0,525,0,2,Matches
409,Thomas Strakosha,GK,al Albania,28,1995,3.0,93,57,35,5,0,0,0,0,0,0,0,0,65,1,0,Matches
410,Dávid Strelec,FW,sk Slovakia,22,2001,2.0,42,38,4,0,2,0,0,0,0,0,0,0,27,0,1,Matches
411,Callum Styles,MF,hu Hungary,23,2000,0.7,27,25,2,2,1,0,0,0,0,0,0,0,21,0,0,Matches
412,Luka Sučić,"FW,MF",hr Croatia,21,2002,1.6,84,81,3,3,1,2,2,0,0,0,0,0,77,0,1,Matches
413,Heorhiy Sudakov,MF,ua Ukraine,21,2002,2.9,120,115,5,1,0,1,5,1,2,0,1,0,100,0,3,Matches
414,Pavel Šulc,MF,cz Czechia,23,2000,0.9,16,16,0,0,0,0,0,0,0,0,0,0,12,0,2,Matches
415,Tomáš Suslov,"FW,MF",sk Slovakia,21,2002,1.4,54,47,7,1,0,1,12,3,2,1,1,0,38,0,5,Matches
416,Josip Šutalo,DF,hr Croatia,23,2000,3.0,199,194,5,4,0,0,0,1,0,0,0,0,191,0,0,Matches
417,Oleksandr Svatok,DF,ua Ukraine,29,1994,0.9,25,22,3,0,0,0,0,0,0,0,0,0,24,0,0,Matches
418,Karol Świderski,FW,pl Poland,27,1997,1.0,16,13,3,0,0,0,3,0,1,0,1,0,11,0,0,Matches
419,Serhiy Sydorchuk,MF,ua Ukraine,32,1991,0.1,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0,Matches
420,Attila Szalai,DF,hu Hungary,26,1998,1.1,59,55,3,1,0,0,1,2,0,0,0,0,48,1,0,Matches
421,Wojciech Szczęsny,GK,pl Poland,33,1990,2.0,66,49,17,4,0,0,0,0,0,0,0,0,42,0,0,Matches
422,Dominik Szoboszlai,MF,hu Hungary,23,2000,3.0,149,107,39,13,0,5,16,10,15,6,5,0,110,3,3,Matches
423,Sebastian Szymański,MF,pl Poland,24,1999,1.2,37,34,3,0,0,0,3,0,2,0,2,0,30,0,1,Matches
424,Dušan Tadić,MF,rs Serbia,35,1988,1.7,87,77,9,1,1,0,14,0,8,5,2,0,65,1,0,Matches
425,Jonathan Tah,DF,de Germany,27,1996,3.5,282,275,7,6,0,0,0,1,0,0,0,0,266,0,0,Matches
426,Maksym Talovierov,MF,ua Ukraine,23,2000,0.0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,Matches
427,Aurélien Tchouaméni,MF,fr France,24,2000,5.2,381,373,8,8,0,9,6,0,0,0,0,0,355,0,3,Matches
428,Arthur Theate,DF,be Belgium,23,2000,2.8,197,168,29,5,0,2,2,24,0,0,0,0,169,0,2,Matches
429,Marcus Thuram,FW,fr France,26,1997,2.9,53,50,3,0,1,0,0,0,0,0,0,0,45,0,1,Matches
430,Youri Tielemans,MF,be Belgium,26,1997,1.6,112,108,4,2,0,1,3,1,0,0,0,0,96,0,3,Matches
